시도,시군구,업종,당월
서울특별시,금천구,스포츠교육기관,112
서울특별시,금천구,스포츠시설운영업,57
서울특별시,금천구,스포츠용품점,85
서울특별시,금천구,시계ㆍ귀금속점,32
서울특별시,금천구,식료품가게,161
서울특별시,금천구,신경정신과의원,10
서울특별시,금천구,신발가게,41
서울특별시,금천구,실내스크린골프점,32
서울특별시,금천구,실내장식가게,609
서울특별시,금천구,실외골프연습장,4
서울특별시,금천구,안경점,44
서울특별시,금천구,안과의원,9
서울특별시,금천구,애완용품점,66
서울특별시,금천구,약국,136
서울특별시,금천구,여관ㆍ모텔,35
서울특별시,금천구,여행사,140
서울특별시,금천구,예술학원,108
서울특별시,금천구,옷가게,343
서울특별시,금천구,의료용품가게,53
서울특별시,금천구,이륜자동차판매점,8
서울특별시,금천구,이발소,67
서울특별시,금천구,이비인후과의원,15
서울특별시,금천구,일반외과의원,30
서울특별시,금천구,일식음식점,110
서울특별시,금천구,자동차수리점,195
서울특별시,금천구,자전거판매점,4
서울특별시,금천구,장난감가게,11
서울특별시,금천구,정육점,93
서울특별시,금천구,제과점,83
서울특별시,금천구,종합병원,14
서울특별시,금천구,주유소,10
서울특별시,금천구,주차장운영업,111
서울특별시,금천구,중고차판매점,5
서울특별시,금천구,중식음식점,196
서울특별시,금천구,채소가게,47
서울특별시,금천구,철물점,38
서울특별시,금천구,치과의원,107
서울특별시,금천구,침구ㆍ커튼가게,30
서울특별시,금천구,커피음료점,467
서울특별시,금천구,컴퓨터판매점,78
서울특별시,금천구,통신판매업,4893
서울특별시,금천구,패스트푸드점,217
서울특별시,금천구,펜션ㆍ게스트하우스,3
서울특별시,금천구,편의점,294
서울특별시,금천구,피부ㆍ비뇨기과의원,15
서울특별시,금천구,피부관리업,227
서울특별시,금천구,한방병원ㆍ한의원,79
서울특별시,금천구,한식음식점,1647
서울특별시,금천구,헬스클럽,63
서울특별시,금천구,호프주점,170
서울특별시,금천구,화장품가게,195
서울특별시,금천구,휴대폰가게,139
서울특별시,노원구,LPG 충전소,5
서울특별시,노원구,pc방,53
서울특별시,노원구,가구점,39
서울특별시,노원구,가전제품수리점,188
서울특별시,노원구,가전제품판매점,37
서울특별시,노원구,간이주점,82
서울특별시,노원구,간판광고물업,43
서울특별시,노원구,감정평가사,10
서울특별시,노원구,건강보조식품가게,83
서울특별시,노원구,건어물가게,25
서울특별시,노원구,건축사,44
서울특별시,노원구,결혼상담소,9
서울특별시,노원구,곡물가게,20
서울특별시,노원구,공인노무사,5
서울특별시,노원구,공인회계사,3
서울특별시,노원구,과일가게,65
서울특별시,노원구,교습소ㆍ공부방,735
서울특별시,노원구,교습학원,628
서울특별시,노원구,구내식당,90
서울특별시,노원구,기술ㆍ직업훈련학원,145
서울특별시,노원구,기술사,6
서울특별시,노원구,기타외국식음식점,156
서울특별시,노원구,기타음식점,139
서울특별시,노원구,기타일반의원,45
서울특별시,노원구,꽃가게,120
서울특별시,노원구,내과ㆍ소아과의원,115
서울특별시,노원구,노래방,240
서울특별시,노원구,담배ㆍ복권소매업,75
서울특별시,노원구,당구장,123
서울특별시,노원구,독서실,81
서울특별시,노원구,동물병원,45
서울특별시,노원구,목욕탕,15
서울특별시,노원구,문구점,82
서울특별시,노원구,미용실,792
서울특별시,노원구,법무사,41
서울특별시,노원구,변리사,0
서울특별시,노원구,변호사,17
서울특별시,노원구,부동산중개업,867
서울특별시,노원구,분식점,403
서울특별시,노원구,사진촬영업,170
서울특별시,노원구,산부인과의원,20
서울특별시,노원구,생선가게,31
서울특별시,노원구,서점,90
서울특별시,노원구,성형외과의원,13
서울특별시,노원구,세무사,37
서울특별시,노원구,세탁소,164
서울특별시,노원구,슈퍼마켓,149
서울특별시,노원구,스포츠교육기관,313
서울특별시,노원구,스포츠시설운영업,117
서울특별시,노원구,스포츠용품점,52
서울특별시,노원구,시계ㆍ귀금속점,50
서울특별시,노원구,식료품가게,215
서울특별시,노원구,신경정신과의원,22
서울특별시,노원구,신발가게,37
서울특별시,노원구,실내스크린골프점,48
서울특별시,노원구,실내장식가게,660
서울특별시,노원구,실외골프연습장,30
서울특별시,노원구,안경점,82
서울특별시,노원구,안과의원,22
서울특별시,노원구,애완용품점,70
서울특별시,노원구,약국,239
서울특별시,노원구,여관ㆍ모텔,23
서울특별시,노원구,여행사,71
서울특별시,노원구,예술학원,270
서울특별시,노원구,예식장,3
서울특별시,노원구,옷가게,553
서울특별시,노원구,의료용품가게,62
서울특별시,노원구,이륜자동차판매점,9
서울특별시,노원구,이발소,94
서울특별시,노원구,이비인후과의원,32
서울특별시,노원구,일반외과의원,57
서울특별시,노원구,일식음식점,177
서울특별시,노원구,자동차수리점,190
서울특별시,노원구,자전거판매점,19
서울특별시,노원구,장난감가게,18
서울특별시,노원구,정육점,124
서울특별시,노원구,제과점,186
서울특별시,노원구,종합병원,19
서울특별시,노원구,주유소,15
서울특별시,노원구,주차장운영업,17
서울특별시,노원구,중고차판매점,4
서울특별시,노원구,중식음식점,146
서울특별시,노원구,채소가게,71
서울특별시,노원구,철물점,51
서울특별시,노원구,치과의원,204
서울특별시,노원구,침구ㆍ커튼가게,35
서울특별시,노원구,커피음료점,571
서울특별시,노원구,컴퓨터판매점,42
서울특별시,노원구,통신판매업,6028
서울특별시,노원구,패스트푸드점,326
서울특별시,노원구,편의점,305
서울특별시,노원구,피부ㆍ비뇨기과의원,54
서울특별시,노원구,피부관리업,426
서울특별시,노원구,한방병원ㆍ한의원,154
서울특별시,노원구,한식음식점,1793
서울특별시,노원구,헬스클럽,108
서울특별시,노원구,호프주점,210
서울특별시,노원구,화장품가게,288
서울특별시,노원구,휴대폰가게,114
서울특별시,도봉구,LPG 충전소,5
서울특별시,도봉구,pc방,33
서울특별시,도봉구,가구점,17
서울특별시,도봉구,가전제품수리점,151
서울특별시,도봉구,가전제품판매점,40
서울특별시,도봉구,간이주점,73
서울특별시,도봉구,간판광고물업,51
서울특별시,도봉구,건강보조식품가게,57
서울특별시,도봉구,건어물가게,26
서울특별시,도봉구,건축사,31
서울특별시,도봉구,결혼상담소,3
서울특별시,도봉구,곡물가게,23
서울특별시,도봉구,공인노무사,3
서울특별시,도봉구,공인회계사,5
서울특별시,도봉구,과일가게,48
서울특별시,도봉구,교습소ㆍ공부방,320
서울특별시,도봉구,교습학원,255
서울특별시,도봉구,구내식당,59
서울특별시,도봉구,기술ㆍ직업훈련학원,91
서울특별시,도봉구,기술사,0
서울특별시,도봉구,기타외국식음식점,82
서울특별시,도봉구,기타음식점,74
서울특별시,도봉구,기타일반의원,23
서울특별시,도봉구,꽃가게,64
서울특별시,도봉구,내과ㆍ소아과의원,65
서울특별시,도봉구,노래방,160
서울특별시,도봉구,담배ㆍ복권소매업,48
서울특별시,도봉구,당구장,104
서울특별시,도봉구,독서실,39
서울특별시,도봉구,동물병원,25
서울특별시,도봉구,목욕탕,17
서울특별시,도봉구,문구점,35
서울특별시,도봉구,미용실,600
서울특별시,도봉구,법무사,65
서울특별시,도봉구,변호사,71
서울특별시,도봉구,부동산중개업,593
서울특별시,도봉구,분식점,248
서울특별시,도봉구,사진촬영업,79
서울특별시,도봉구,산부인과의원,7
서울특별시,도봉구,생선가게,31
서울특별시,도봉구,서점,46
서울특별시,도봉구,세무사,44
서울특별시,도봉구,세탁소,124
서울특별시,도봉구,슈퍼마켓,104
서울특별시,도봉구,스포츠교육기관,162
서울특별시,도봉구,스포츠시설운영업,51
서울특별시,도봉구,스포츠용품점,95
서울특별시,도봉구,시계ㆍ귀금속점,35
서울특별시,도봉구,식료품가게,166
서울특별시,도봉구,신경정신과의원,7
서울특별시,도봉구,신발가게,22
서울특별시,도봉구,실내스크린골프점,21
서울특별시,도봉구,실내장식가게,553
서울특별시,도봉구,실외골프연습장,5
서울특별시,도봉구,안경점,49
서울특별시,도봉구,안과의원,11
서울특별시,도봉구,애완용품점,59
서울특별시,도봉구,약국,124
서울특별시,도봉구,여관ㆍ모텔,16
서울특별시,도봉구,여행사,31
서울특별시,도봉구,예술학원,120
서울특별시,도봉구,예식장,0
서울특별시,도봉구,옷가게,591
서울특별시,도봉구,의료용품가게,28
서울특별시,도봉구,이륜자동차판매점,8
서울특별시,도봉구,이발소,66
서울특별시,도봉구,이비인후과의원,15
서울특별시,도봉구,일반외과의원,33
서울특별시,도봉구,일식음식점,103
서울특별시,도봉구,자동차수리점,163
서울특별시,도봉구,자전거판매점,11
서울특별시,도봉구,장난감가게,11
서울특별시,도봉구,정육점,105
서울특별시,도봉구,제과점,106
서울특별시,도봉구,종합병원,18
서울특별시,도봉구,주유소,15
서울특별시,도봉구,주차장운영업,20
서울특별시,도봉구,중고차판매점,4
서울특별시,도봉구,중식음식점,81
서울특별시,도봉구,채소가게,64
서울특별시,도봉구,철물점,39
서울특별시,도봉구,치과의원,107
서울특별시,도봉구,침구ㆍ커튼가게,32
서울특별시,도봉구,커피음료점,331
서울특별시,도봉구,컴퓨터판매점,19
서울특별시,도봉구,통신판매업,4042
서울특별시,도봉구,패스트푸드점,192
서울특별시,도봉구,펜션ㆍ게스트하우스,0
서울특별시,도봉구,편의점,232
서울특별시,도봉구,피부ㆍ비뇨기과의원,16
서울특별시,도봉구,피부관리업,247
서울특별시,도봉구,한방병원ㆍ한의원,84
서울특별시,도봉구,한식음식점,1243
서울특별시,도봉구,헬스클럽,72
서울특별시,도봉구,호프주점,165
서울특별시,도봉구,화장품가게,142
서울특별시,도봉구,휴대폰가게,104
서울특별시,동대문구,LPG 충전소,4
서울특별시,동대문구,pc방,44
서울특별시,동대문구,가구점,31
서울특별시,동대문구,가전제품수리점,130
서울특별시,동대문구,가전제품판매점,41
서울특별시,동대문구,간이주점,80
서울특별시,동대문구,간판광고물업,85
서울특별시,동대문구,감정평가사,3
서울특별시,동대문구,건강보조식품가게,253
서울특별시,동대문구,건어물가게,60
서울특별시,동대문구,건축사,54
서울특별시,동대문구,결혼상담소,3
서울특별시,동대문구,곡물가게,42
서울특별시,동대문구,공인노무사,3
서울특별시,동대문구,공인회계사,14
서울특별시,동대문구,과일가게,101
서울특별시,동대문구,교습소ㆍ공부방,237
서울특별시,동대문구,교습학원,307
서울특별시,동대문구,구내식당,99
서울특별시,동대문구,기술ㆍ직업훈련학원,123
서울특별시,동대문구,기술사,11
서울특별시,동대문구,기타외국식음식점,186
서울특별시,동대문구,기타음식점,120
서울특별시,동대문구,기타일반의원,29
서울특별시,동대문구,꽃가게,85
서울특별시,동대문구,내과ㆍ소아과의원,84
서울특별시,동대문구,노래방,169
서울특별시,동대문구,담배ㆍ복권소매업,87
서울특별시,동대문구,당구장,107
서울특별시,동대문구,독서실,84
서울특별시,동대문구,동물병원,29
서울특별시,동대문구,목욕탕,19
서울특별시,동대문구,문구점,45
서울특별시,동대문구,미용실,638
서울특별시,동대문구,법무사,16
서울특별시,동대문구,변리사,0
서울특별시,동대문구,변호사,19
서울특별시,동대문구,부동산중개업,1076
서울특별시,동대문구,분식점,372
서울특별시,동대문구,사진촬영업,152
서울특별시,동대문구,산부인과의원,19
서울특별시,동대문구,생선가게,82
서울특별시,동대문구,서점,50
서울특별시,동대문구,성형외과의원,4
서울특별시,동대문구,세무사,129
서울특별시,동대문구,세탁소,204
서울특별시,동대문구,슈퍼마켓,127
서울특별시,동대문구,스포츠교육기관,203
서울특별시,동대문구,스포츠시설운영업,72
서울특별시,동대문구,스포츠용품점,56
서울특별시,동대문구,시계ㆍ귀금속점,38
서울특별시,동대문구,식료품가게,274
서울특별시,동대문구,신경정신과의원,16
서울특별시,동대문구,신발가게,34
서울특별시,동대문구,실내스크린골프점,28
서울특별시,동대문구,실내장식가게,497
서울특별시,동대문구,실외골프연습장,3
서울특별시,동대문구,안경점,68
서울특별시,동대문구,안과의원,13
서울특별시,동대문구,애완용품점,56
서울특별시,동대문구,약국,215
서울특별시,동대문구,여관ㆍ모텔,101
서울특별시,동대문구,여행사,86
서울특별시,동대문구,예술학원,193
서울특별시,동대문구,예식장,3
서울특별시,동대문구,옷가게,486
서울특별시,동대문구,의료용품가게,40
서울특별시,동대문구,이륜자동차판매점,34
서울특별시,동대문구,이발소,92
서울특별시,동대문구,이비인후과의원,20
서울특별시,동대문구,일반외과의원,51
서울특별시,동대문구,일식음식점,175
서울특별시,동대문구,자동차수리점,243
서울특별시,동대문구,자전거판매점,15
서울특별시,동대문구,장난감가게,14
서울특별시,동대문구,정육점,135
서울특별시,동대문구,제과점,141
서울특별시,동대문구,종합병원,26
서울특별시,동대문구,주유소,16
서울특별시,동대문구,주차장운영업,81
서울특별시,동대문구,중고차판매점,4
서울특별시,동대문구,중식음식점,206
서울특별시,동대문구,채소가게,181
서울특별시,동대문구,철물점,52
서울특별시,동대문구,치과의원,166
서울특별시,동대문구,침구ㆍ커튼가게,42
서울특별시,동대문구,커피음료점,572
서울특별시,동대문구,컴퓨터판매점,23
서울특별시,동대문구,통신판매업,5816
서울특별시,동대문구,패스트푸드점,264
서울특별시,동대문구,펜션ㆍ게스트하우스,14
서울특별시,동대문구,편의점,318
서울특별시,동대문구,피부ㆍ비뇨기과의원,25
서울특별시,동대문구,피부관리업,323
서울특별시,동대문구,한방병원ㆍ한의원,153
서울특별시,동대문구,한식음식점,2143
서울특별시,동대문구,헬스클럽,103
서울특별시,동대문구,호프주점,192
서울특별시,동대문구,화장품가게,191
서울특별시,동대문구,휴대폰가게,92
서울특별시,동작구,pc방,53
서울특별시,동작구,가구점,22
서울특별시,동작구,가전제품수리점,94
서울특별시,동작구,가전제품판매점,40
서울특별시,동작구,간이주점,83
서울특별시,동작구,간판광고물업,66
서울특별시,동작구,감정평가사,6
서울특별시,동작구,건강보조식품가게,76
서울특별시,동작구,건어물가게,40
서울특별시,동작구,건축사,34
서울특별시,동작구,결혼상담소,9
서울특별시,동작구,곡물가게,11
서울특별시,동작구,공인노무사,0
서울특별시,동작구,공인회계사,14
서울특별시,동작구,과일가게,57
서울특별시,동작구,교습소ㆍ공부방,400
서울특별시,동작구,교습학원,352
서울특별시,동작구,구내식당,72
서울특별시,동작구,기술ㆍ직업훈련학원,141
서울특별시,동작구,기술사,6
서울특별시,동작구,기타외국식음식점,153
서울특별시,동작구,기타음식점,107
서울특별시,동작구,기타일반의원,31
서울특별시,동작구,꽃가게,126
서울특별시,동작구,내과ㆍ소아과의원,87
서울특별시,동작구,노래방,136
서울특별시,동작구,담배ㆍ복권소매업,71
서울특별시,동작구,당구장,78
서울특별시,동작구,독서실,182
서울특별시,동작구,동물병원,20
서울특별시,동작구,목욕탕,17
서울특별시,동작구,문구점,56
서울특별시,동작구,미용실,647
서울특별시,동작구,법무사,35
서울특별시,동작구,변리사,0
서울특별시,동작구,변호사,18
서울특별시,동작구,부동산중개업,1000
서울특별시,동작구,분식점,336
서울특별시,동작구,사진촬영업,143
서울특별시,동작구,산부인과의원,15
서울특별시,동작구,생선가게,604
서울특별시,동작구,서점,57
서울특별시,동작구,성형외과의원,5
서울특별시,동작구,세무사,67
서울특별시,동작구,세탁소,198
서울특별시,동작구,슈퍼마켓,111
서울특별시,동작구,스포츠교육기관,191
서울특별시,동작구,스포츠시설운영업,84
서울특별시,동작구,스포츠용품점,47
서울특별시,동작구,시계ㆍ귀금속점,33
서울특별시,동작구,식료품가게,169
서울특별시,동작구,신경정신과의원,20
서울특별시,동작구,신발가게,19
서울특별시,동작구,실내스크린골프점,23
서울특별시,동작구,실내장식가게,442
서울특별시,동작구,실외골프연습장,8
서울특별시,동작구,안경점,64
서울특별시,동작구,안과의원,16
서울특별시,동작구,애완용품점,40
서울특별시,동작구,약국,195
서울특별시,동작구,여관ㆍ모텔,23
서울특별시,동작구,여행사,58
서울특별시,동작구,예술학원,180
서울특별시,동작구,예식장,4
서울특별시,동작구,옷가게,323
서울특별시,동작구,의료용품가게,39
서울특별시,동작구,이륜자동차판매점,14
서울특별시,동작구,이발소,61
서울특별시,동작구,이비인후과의원,30
서울특별시,동작구,일반외과의원,40
서울특별시,동작구,일식음식점,188
서울특별시,동작구,자동차수리점,99
서울특별시,동작구,자전거판매점,9
서울특별시,동작구,장난감가게,10
서울특별시,동작구,정육점,100
서울특별시,동작구,제과점,150
서울특별시,동작구,종합병원,8
서울특별시,동작구,주유소,8
서울특별시,동작구,주차장운영업,42
서울특별시,동작구,중고차판매점,0
서울특별시,동작구,중식음식점,152
서울특별시,동작구,채소가게,57
서울특별시,동작구,철물점,45
서울특별시,동작구,치과의원,177
서울특별시,동작구,침구ㆍ커튼가게,34
서울특별시,동작구,커피음료점,517
서울특별시,동작구,컴퓨터판매점,26
서울특별시,동작구,통신판매업,4969
서울특별시,동작구,패스트푸드점,302
서울특별시,동작구,펜션ㆍ게스트하우스,8
서울특별시,동작구,편의점,301
서울특별시,동작구,피부ㆍ비뇨기과의원,34
서울특별시,동작구,피부관리업,317
서울특별시,동작구,한방병원ㆍ한의원,133
서울특별시,동작구,한식음식점,1469
서울특별시,동작구,헬스클럽,79
서울특별시,동작구,호프주점,149
서울특별시,동작구,화장품가게,158
서울특별시,동작구,휴대폰가게,64
서울특별시,마포구,pc방,36
서울특별시,마포구,가구점,37
서울특별시,마포구,가전제품수리점,95
서울특별시,마포구,가전제품판매점,44
서울특별시,마포구,간이주점,255
서울특별시,마포구,간판광고물업,125
서울특별시,마포구,감정평가사,16
서울특별시,마포구,건강보조식품가게,94
서울특별시,마포구,건어물가게,17
서울특별시,마포구,건축사,210
서울특별시,마포구,결혼상담소,21
서울특별시,마포구,곡물가게,21
서울특별시,마포구,공인노무사,31
서울특별시,마포구,공인회계사,29
서울특별시,마포구,과일가게,40
서울특별시,마포구,교습소ㆍ공부방,449
서울특별시,마포구,교습학원,439
서울특별시,마포구,구내식당,137
서울특별시,마포구,기술ㆍ직업훈련학원,356
서울특별시,마포구,기술사,10
서울특별시,마포구,기타외국식음식점,1040
서울특별시,마포구,기타음식점,257
서울특별시,마포구,기타일반의원,39
서울특별시,마포구,꽃가게,266
서울특별시,마포구,내과ㆍ소아과의원,102
서울특별시,마포구,노래방,182
서울특별시,마포구,담배ㆍ복권소매업,78
서울특별시,마포구,당구장,112
서울특별시,마포구,독서실,67
서울특별시,마포구,동물병원,43
서울특별시,마포구,목욕탕,14
서울특별시,마포구,문구점,87
서울특별시,마포구,미용실,1038
서울특별시,마포구,법무사,67
서울특별시,마포구,변리사,15
서울특별시,마포구,변호사,109
서울특별시,마포구,부동산중개업,1587
서울특별시,마포구,분식점,534
서울특별시,마포구,사진촬영업,585
서울특별시,마포구,산부인과의원,30
서울특별시,마포구,생선가게,41
서울특별시,마포구,서점,105
서울특별시,마포구,성형외과의원,14
서울특별시,마포구,세무사,251
서울특별시,마포구,세탁소,192
서울특별시,마포구,슈퍼마켓,145
서울특별시,마포구,스포츠교육기관,353
서울특별시,마포구,스포츠시설운영업,147
서울특별시,마포구,스포츠용품점,60
서울특별시,마포구,시계ㆍ귀금속점,45
서울특별시,마포구,식료품가게,164
서울특별시,마포구,신경정신과의원,40
서울특별시,마포구,신발가게,30
서울특별시,마포구,실내스크린골프점,31
서울특별시,마포구,실내장식가게,864
서울특별시,마포구,실외골프연습장,13
서울특별시,마포구,안경점,94
서울특별시,마포구,안과의원,16
서울특별시,마포구,애완용품점,82
서울특별시,마포구,약국,211
서울특별시,마포구,여관ㆍ모텔,36
서울특별시,마포구,여행사,595
서울특별시,마포구,예술학원,393
서울특별시,마포구,예식장,8
서울특별시,마포구,옷가게,682
서울특별시,마포구,의료용품가게,50
서울특별시,마포구,이륜자동차판매점,13
서울특별시,마포구,이발소,86
서울특별시,마포구,이비인후과의원,31
서울특별시,마포구,일반외과의원,50
서울특별시,마포구,일식음식점,683
서울특별시,마포구,자동차수리점,145
서울특별시,마포구,자전거판매점,22
서울특별시,마포구,장난감가게,37
서울특별시,마포구,정육점,81
서울특별시,마포구,제과점,363
서울특별시,마포구,종합병원,10
서울특별시,마포구,주유소,10
서울특별시,마포구,주차장운영업,91
서울특별시,마포구,중고차판매점,4
서울특별시,마포구,중식음식점,307
서울특별시,마포구,채소가게,56
서울특별시,마포구,철물점,50
서울특별시,마포구,치과의원,203
서울특별시,마포구,침구ㆍ커튼가게,28
서울특별시,마포구,커피음료점,1517
서울특별시,마포구,컴퓨터판매점,46
서울특별시,마포구,통신판매업,7934
서울특별시,마포구,패스트푸드점,371
서울특별시,마포구,펜션ㆍ게스트하우스,330
서울특별시,마포구,편의점,450
서울특별시,마포구,피부ㆍ비뇨기과의원,84
서울특별시,마포구,피부관리업,674
서울특별시,마포구,한방병원ㆍ한의원,159
서울특별시,마포구,한식음식점,2945
서울특별시,마포구,헬스클럽,141
서울특별시,마포구,호프주점,319
서울특별시,마포구,화장품가게,283
서울특별시,마포구,휴대폰가게,113
서울특별시,서대문구,pc방,39
서울특별시,서대문구,가구점,55
서울특별시,서대문구,가전제품수리점,84
서울특별시,서대문구,가전제품판매점,38
서울특별시,서대문구,간이주점,107
서울특별시,서대문구,간판광고물업,49
서울특별시,서대문구,감정평가사,3
서울특별시,서대문구,건강보조식품가게,59
서울특별시,서대문구,건어물가게,24
서울특별시,서대문구,건축사,60
서울특별시,서대문구,결혼상담소,6
서울특별시,서대문구,곡물가게,20
서울특별시,서대문구,공인노무사,0
서울특별시,서대문구,공인회계사,7
서울특별시,서대문구,과일가게,36
서울특별시,서대문구,교습소ㆍ공부방,304
서울특별시,서대문구,교습학원,312
서울특별시,서대문구,구내식당,108
서울특별시,서대문구,기술ㆍ직업훈련학원,137
서울특별시,서대문구,기술사,6
서울특별시,서대문구,기타외국식음식점,265
서울특별시,서대문구,기타음식점,169
서울특별시,서대문구,기타일반의원,22
서울특별시,서대문구,꽃가게,136
서울특별시,서대문구,내과ㆍ소아과의원,57
서울특별시,서대문구,노래방,98
서울특별시,서대문구,담배ㆍ복권소매업,70
서울특별시,서대문구,당구장,76
서울특별시,서대문구,독서실,82
서울특별시,서대문구,동물병원,22
서울특별시,서대문구,목욕탕,20
서울특별시,서대문구,문구점,54
서울특별시,서대문구,미용실,591
서울특별시,서대문구,법무사,11
서울특별시,서대문구,변리사,7
서울특별시,서대문구,변호사,24
서울특별시,서대문구,부동산중개업,853
서울특별시,서대문구,분식점,343
서울특별시,서대문구,사진촬영업,208
서울특별시,서대문구,산부인과의원,11
서울특별시,서대문구,생선가게,28
서울특별시,서대문구,서점,78
서울특별시,서대문구,성형외과의원,3
서울특별시,서대문구,세무사,45
서울특별시,서대문구,세탁소,143
서울특별시,서대문구,슈퍼마켓,108
서울특별시,서대문구,스포츠교육기관,172
서울특별시,서대문구,스포츠시설운영업,66
서울특별시,서대문구,스포츠용품점,26
서울특별시,서대문구,시계ㆍ귀금속점,34
서울특별시,서대문구,식료품가게,148
서울특별시,서대문구,신경정신과의원,11
서울특별시,서대문구,신발가게,24
서울특별시,서대문구,실내스크린골프점,17
서울특별시,서대문구,실내장식가게,427
서울특별시,서대문구,실외골프연습장,7
서울특별시,서대문구,안경점,55
서울특별시,서대문구,안과의원,13
서울특별시,서대문구,애완용품점,47
서울특별시,서대문구,약국,158
서울특별시,서대문구,여관ㆍ모텔,68
서울특별시,서대문구,여행사,185
서울특별시,서대문구,예술학원,157
서울특별시,서대문구,예식장,0
서울특별시,서대문구,옷가게,352
서울특별시,서대문구,의료용품가게,26
서울특별시,서대문구,이륜자동차판매점,16
서울특별시,서대문구,이발소,59
서울특별시,서대문구,이비인후과의원,19
서울특별시,서대문구,일반외과의원,39
서울특별시,서대문구,일식음식점,181
서울특별시,서대문구,자동차수리점,124
서울특별시,서대문구,자전거판매점,9
서울특별시,서대문구,장난감가게,11
서울특별시,서대문구,정육점,85
서울특별시,서대문구,제과점,152
서울특별시,서대문구,종합병원,14
서울특별시,서대문구,주유소,13
서울특별시,서대문구,주차장운영업,42
서울특별시,서대문구,중고차판매점,4
서울특별시,서대문구,중식음식점,174
서울특별시,서대문구,채소가게,74
서울특별시,서대문구,철물점,36
서울특별시,서대문구,치과의원,132
서울특별시,서대문구,침구ㆍ커튼가게,25
서울특별시,서대문구,커피음료점,497
서울특별시,서대문구,컴퓨터판매점,22
서울특별시,서대문구,통신판매업,4731
서울특별시,서대문구,패스트푸드점,244
서울특별시,서대문구,펜션ㆍ게스트하우스,29
서울특별시,서대문구,편의점,291
서울특별시,서대문구,피부ㆍ비뇨기과의원,26
서울특별시,서대문구,피부관리업,215
서울특별시,서대문구,한방병원ㆍ한의원,94
서울특별시,서대문구,한식음식점,1685
서울특별시,서대문구,헬스클럽,74
서울특별시,서대문구,호프주점,112
서울특별시,서대문구,화장품가게,159
서울특별시,서대문구,휴대폰가게,68
서울특별시,서초구,LPG 충전소,0
서울특별시,서초구,pc방,33
서울특별시,서초구,가구점,86
서울특별시,서초구,가전제품수리점,83
서울특별시,서초구,가전제품판매점,94
서울특별시,서초구,간이주점,73
서울특별시,서초구,간판광고물업,121
서울특별시,서초구,감정평가사,49
서울특별시,서초구,건강보조식품가게,159
서울특별시,서초구,건어물가게,14
서울특별시,서초구,건축사,496
서울특별시,서초구,결혼상담소,56
서울특별시,서초구,곡물가게,18
서울특별시,서초구,공인노무사,91
서울특별시,서초구,공인회계사,121
서울특별시,서초구,과일가게,22
서울특별시,서초구,교습소ㆍ공부방,574
서울특별시,서초구,교습학원,876
서울특별시,서초구,구내식당,146
서울특별시,서초구,기술ㆍ직업훈련학원,400
서울특별시,서초구,기술사,53
서울특별시,서초구,기타외국식음식점,518
서울특별시,서초구,기타음식점,165
서울특별시,서초구,기타일반의원,74
서울특별시,서초구,꽃가게,738
서울특별시,서초구,내과ㆍ소아과의원,135
서울특별시,서초구,노래방,179
서울특별시,서초구,담배ㆍ복권소매업,64
서울특별시,서초구,당구장,161
서울특별시,서초구,독서실,72
서울특별시,서초구,동물병원,49
서울특별시,서초구,목욕탕,29
서울특별시,서초구,문구점,94
서울특별시,서초구,미용실,690
서울특별시,서초구,법무사,688
서울특별시,서초구,변리사,154
서울특별시,서초구,변호사,2597
서울특별시,서초구,부동산중개업,2833
서울특별시,서초구,분식점,476
서울특별시,서초구,사진촬영업,440
서울특별시,서초구,산부인과의원,50
서울특별시,서초구,생선가게,12
서울특별시,서초구,서점,109
서울특별시,서초구,성형외과의원,159
서울특별시,서초구,세무사,787
서울특별시,서초구,세탁소,219
서울특별시,서초구,슈퍼마켓,160
서울특별시,서초구,스포츠교육기관,420
서울특별시,서초구,스포츠시설운영업,232
서울특별시,서초구,스포츠용품점,104
서울특별시,서초구,시계ㆍ귀금속점,90
서울특별시,서초구,식료품가게,174
서울특별시,서초구,신경정신과의원,69
서울특별시,서초구,신발가게,44
서울특별시,서초구,실내스크린골프점,74
서울특별시,서초구,실내장식가게,1047
서울특별시,서초구,실외골프연습장,22
서울특별시,서초구,안경점,99
서울특별시,서초구,안과의원,51
서울특별시,서초구,애완용품점,94
서울특별시,서초구,약국,292
서울특별시,서초구,여관ㆍ모텔,17
서울특별시,서초구,여행사,317
서울특별시,서초구,예술학원,390
서울특별시,서초구,예식장,5
서울특별시,서초구,옷가게,899
서울특별시,서초구,의료용품가게,113
서울특별시,서초구,이륜자동차판매점,13
서울특별시,서초구,이발소,78
서울특별시,서초구,이비인후과의원,42
서울특별시,서초구,일반외과의원,80
서울특별시,서초구,일식음식점,343
서울특별시,서초구,자동차수리점,314
서울특별시,서초구,자전거판매점,16
서울특별시,서초구,장난감가게,42
서울특별시,서초구,정육점,88
서울특별시,서초구,제과점,233
서울특별시,서초구,종합병원,17
서울특별시,서초구,주유소,29
서울특별시,서초구,주차장운영업,142
서울특별시,서초구,중고차판매점,58
서울특별시,서초구,중식음식점,222
서울특별시,서초구,채소가게,32
서울특별시,서초구,철물점,37
서울특별시,서초구,치과의원,312
서울특별시,서초구,침구ㆍ커튼가게,92
서울특별시,서초구,커피음료점,884
