시도,시군구,업종,당월
경기도,성남시 중원구,자전거판매점,8
경기도,성남시 중원구,장난감가게,18
경기도,성남시 중원구,정육점,124
경기도,성남시 중원구,제과점,77
경기도,성남시 중원구,종합병원,9
경기도,성남시 중원구,주유소,21
경기도,성남시 중원구,주차장운영업,29
경기도,성남시 중원구,중고차판매점,3
경기도,성남시 중원구,중식음식점,93
경기도,성남시 중원구,채소가게,119
경기도,성남시 중원구,철물점,32
경기도,성남시 중원구,치과의원,88
경기도,성남시 중원구,침구ㆍ커튼가게,44
경기도,성남시 중원구,커피음료점,292
경기도,성남시 중원구,컴퓨터판매점,32
경기도,성남시 중원구,통신판매업,2514
경기도,성남시 중원구,패스트푸드점,152
경기도,성남시 중원구,펜션ㆍ게스트하우스,0
경기도,성남시 중원구,편의점,215
경기도,성남시 중원구,피부ㆍ비뇨기과의원,10
경기도,성남시 중원구,피부관리업,192
경기도,성남시 중원구,한방병원ㆍ한의원,71
경기도,성남시 중원구,한식음식점,1332
경기도,성남시 중원구,헬스클럽,52
경기도,성남시 중원구,호프주점,177
경기도,성남시 중원구,화장품가게,142
경기도,성남시 중원구,휴대폰가게,89
경기도,수원시 권선구,LPG 충전소,13
경기도,수원시 권선구,pc방,61
경기도,수원시 권선구,가구점,55
경기도,수원시 권선구,가전제품수리점,290
경기도,수원시 권선구,가전제품판매점,72
경기도,수원시 권선구,간이주점,55
경기도,수원시 권선구,간판광고물업,76
경기도,수원시 권선구,감정평가사,9
경기도,수원시 권선구,건강보조식품가게,85
경기도,수원시 권선구,건어물가게,18
경기도,수원시 권선구,건축사,48
경기도,수원시 권선구,결혼상담소,0
경기도,수원시 권선구,곡물가게,16
경기도,수원시 권선구,공인노무사,0
경기도,수원시 권선구,공인회계사,4
경기도,수원시 권선구,과일가게,41
경기도,수원시 권선구,교습소ㆍ공부방,349
경기도,수원시 권선구,교습학원,351
경기도,수원시 권선구,구내식당,95
경기도,수원시 권선구,기술ㆍ직업훈련학원,124
경기도,수원시 권선구,기술사,13
경기도,수원시 권선구,기타외국식음식점,101
경기도,수원시 권선구,기타음식점,98
경기도,수원시 권선구,기타일반의원,17
경기도,수원시 권선구,꽃가게,109
경기도,수원시 권선구,내과ㆍ소아과의원,80
경기도,수원시 권선구,노래방,233
경기도,수원시 권선구,담배ㆍ복권소매업,45
경기도,수원시 권선구,당구장,109
경기도,수원시 권선구,독서실,33
경기도,수원시 권선구,동물병원,27
경기도,수원시 권선구,목욕탕,14
경기도,수원시 권선구,문구점,57
경기도,수원시 권선구,미용실,775
경기도,수원시 권선구,법무사,19
경기도,수원시 권선구,변호사,4
경기도,수원시 권선구,부동산중개업,889
경기도,수원시 권선구,분식점,282
경기도,수원시 권선구,사진촬영업,98
경기도,수원시 권선구,산부인과의원,3
경기도,수원시 권선구,생선가게,22
경기도,수원시 권선구,서점,51
경기도,수원시 권선구,성형외과의원,0
경기도,수원시 권선구,세무사,62
경기도,수원시 권선구,세탁소,179
경기도,수원시 권선구,슈퍼마켓,195
경기도,수원시 권선구,스포츠교육기관,231
경기도,수원시 권선구,스포츠시설운영업,69
경기도,수원시 권선구,스포츠용품점,71
경기도,수원시 권선구,시계ㆍ귀금속점,35
경기도,수원시 권선구,식료품가게,162
경기도,수원시 권선구,신경정신과의원,7
경기도,수원시 권선구,신발가게,19
경기도,수원시 권선구,실내스크린골프점,75
경기도,수원시 권선구,실내장식가게,683
경기도,수원시 권선구,실외골프연습장,10
경기도,수원시 권선구,안경점,64
경기도,수원시 권선구,안과의원,8
경기도,수원시 권선구,애완용품점,82
경기도,수원시 권선구,약국,139
경기도,수원시 권선구,여관ㆍ모텔,39
경기도,수원시 권선구,여행사,33
경기도,수원시 권선구,예술학원,240
경기도,수원시 권선구,예식장,5
경기도,수원시 권선구,옷가게,334
경기도,수원시 권선구,의료용품가게,24
경기도,수원시 권선구,이륜자동차판매점,14
경기도,수원시 권선구,이발소,57
경기도,수원시 권선구,이비인후과의원,16
경기도,수원시 권선구,일반외과의원,28
경기도,수원시 권선구,일식음식점,96
경기도,수원시 권선구,자동차수리점,517
경기도,수원시 권선구,자전거판매점,13
경기도,수원시 권선구,장난감가게,18
경기도,수원시 권선구,정육점,131
경기도,수원시 권선구,제과점,128
경기도,수원시 권선구,종합병원,13
경기도,수원시 권선구,주유소,39
경기도,수원시 권선구,주차장운영업,73
경기도,수원시 권선구,중고차판매점,257
경기도,수원시 권선구,중식음식점,145
경기도,수원시 권선구,채소가게,65
경기도,수원시 권선구,철물점,54
경기도,수원시 권선구,치과의원,111
경기도,수원시 권선구,침구ㆍ커튼가게,54
경기도,수원시 권선구,커피음료점,498
경기도,수원시 권선구,컴퓨터판매점,31
경기도,수원시 권선구,통신판매업,4273
경기도,수원시 권선구,패스트푸드점,284
경기도,수원시 권선구,펜션ㆍ게스트하우스,0
경기도,수원시 권선구,편의점,352
경기도,수원시 권선구,피부ㆍ비뇨기과의원,12
경기도,수원시 권선구,피부관리업,398
경기도,수원시 권선구,한방병원ㆍ한의원,90
경기도,수원시 권선구,한식음식점,2071
경기도,수원시 권선구,헬스클럽,97
경기도,수원시 권선구,호프주점,136
경기도,수원시 권선구,화장품가게,227
경기도,수원시 권선구,휴대폰가게,118
경기도,수원시 영통구,LPG 충전소,3
경기도,수원시 영통구,pc방,39
경기도,수원시 영통구,가구점,28
경기도,수원시 영통구,가전제품수리점,123
경기도,수원시 영통구,가전제품판매점,38
경기도,수원시 영통구,간이주점,45
경기도,수원시 영통구,간판광고물업,34
경기도,수원시 영통구,감정평가사,14
경기도,수원시 영통구,건강보조식품가게,81
경기도,수원시 영통구,건어물가게,14
경기도,수원시 영통구,건축사,47
경기도,수원시 영통구,결혼상담소,10
경기도,수원시 영통구,곡물가게,10
경기도,수원시 영통구,공인노무사,15
경기도,수원시 영통구,공인회계사,13
경기도,수원시 영통구,과일가게,32
경기도,수원시 영통구,교습소ㆍ공부방,494
경기도,수원시 영통구,교습학원,733
경기도,수원시 영통구,구내식당,83
경기도,수원시 영통구,기술ㆍ직업훈련학원,164
경기도,수원시 영통구,기술사,16
경기도,수원시 영통구,기타외국식음식점,285
경기도,수원시 영통구,기타음식점,141
경기도,수원시 영통구,기타일반의원,21
경기도,수원시 영통구,꽃가게,177
경기도,수원시 영통구,내과ㆍ소아과의원,74
경기도,수원시 영통구,노래방,144
경기도,수원시 영통구,담배ㆍ복권소매업,22
경기도,수원시 영통구,당구장,96
경기도,수원시 영통구,독서실,79
경기도,수원시 영통구,동물병원,38
경기도,수원시 영통구,목욕탕,7
경기도,수원시 영통구,문구점,82
경기도,수원시 영통구,미용실,681
경기도,수원시 영통구,법무사,134
경기도,수원시 영통구,변리사,8
경기도,수원시 영통구,변호사,323
경기도,수원시 영통구,부동산중개업,1133
경기도,수원시 영통구,분식점,346
경기도,수원시 영통구,사진촬영업,116
경기도,수원시 영통구,산부인과의원,12
경기도,수원시 영통구,생선가게,18
경기도,수원시 영통구,서점,90
경기도,수원시 영통구,성형외과의원,12
경기도,수원시 영통구,세무사,177
경기도,수원시 영통구,세탁소,161
경기도,수원시 영통구,슈퍼마켓,158
경기도,수원시 영통구,스포츠교육기관,300
경기도,수원시 영통구,스포츠시설운영업,107
경기도,수원시 영통구,스포츠용품점,85
경기도,수원시 영통구,시계ㆍ귀금속점,37
경기도,수원시 영통구,식료품가게,116
경기도,수원시 영통구,신경정신과의원,22
경기도,수원시 영통구,신발가게,23
경기도,수원시 영통구,실내스크린골프점,65
경기도,수원시 영통구,실내장식가게,450
경기도,수원시 영통구,실외골프연습장,5
경기도,수원시 영통구,안경점,68
경기도,수원시 영통구,안과의원,12
경기도,수원시 영통구,애완용품점,106
경기도,수원시 영통구,약국,144
경기도,수원시 영통구,여관ㆍ모텔,11
경기도,수원시 영통구,여행사,58
경기도,수원시 영통구,예술학원,338
경기도,수원시 영통구,예식장,0
경기도,수원시 영통구,옷가게,349
경기도,수원시 영통구,의료용품가게,31
경기도,수원시 영통구,이륜자동차판매점,5
경기도,수원시 영통구,이발소,44
경기도,수원시 영통구,이비인후과의원,23
경기도,수원시 영통구,일반외과의원,34
경기도,수원시 영통구,일식음식점,171
경기도,수원시 영통구,자동차수리점,208
경기도,수원시 영통구,자전거판매점,13
경기도,수원시 영통구,장난감가게,22
경기도,수원시 영통구,정육점,90
경기도,수원시 영통구,제과점,188
경기도,수원시 영통구,종합병원,18
경기도,수원시 영통구,주유소,21
경기도,수원시 영통구,주차장운영업,71
경기도,수원시 영통구,중고차판매점,5
경기도,수원시 영통구,중식음식점,152
경기도,수원시 영통구,채소가게,37
경기도,수원시 영통구,철물점,18
경기도,수원시 영통구,치과의원,148
경기도,수원시 영통구,침구ㆍ커튼가게,35
경기도,수원시 영통구,커피음료점,651
경기도,수원시 영통구,컴퓨터판매점,43
경기도,수원시 영통구,통신판매업,4664
경기도,수원시 영통구,패스트푸드점,335
경기도,수원시 영통구,펜션ㆍ게스트하우스,0
경기도,수원시 영통구,편의점,329
경기도,수원시 영통구,피부ㆍ비뇨기과의원,40
경기도,수원시 영통구,피부관리업,498
경기도,수원시 영통구,한방병원ㆍ한의원,106
경기도,수원시 영통구,한식음식점,1902
경기도,수원시 영통구,헬스클럽,112
경기도,수원시 영통구,호프주점,118
경기도,수원시 영통구,화장품가게,257
경기도,수원시 영통구,휴대폰가게,87
경기도,수원시 장안구,LPG 충전소,3
경기도,수원시 장안구,pc방,44
경기도,수원시 장안구,가구점,19
경기도,수원시 장안구,가전제품수리점,132
경기도,수원시 장안구,가전제품판매점,38
경기도,수원시 장안구,간이주점,73
경기도,수원시 장안구,간판광고물업,44
경기도,수원시 장안구,감정평가사,11
경기도,수원시 장안구,건강보조식품가게,61
경기도,수원시 장안구,건어물가게,18
경기도,수원시 장안구,건축사,15
경기도,수원시 장안구,결혼상담소,6
경기도,수원시 장안구,곡물가게,16
경기도,수원시 장안구,공인노무사,12
경기도,수원시 장안구,공인회계사,3
경기도,수원시 장안구,과일가게,33
경기도,수원시 장안구,교습소ㆍ공부방,285
경기도,수원시 장안구,교습학원,350
경기도,수원시 장안구,구내식당,74
경기도,수원시 장안구,기술ㆍ직업훈련학원,104
경기도,수원시 장안구,기술사,9
경기도,수원시 장안구,기타외국식음식점,88
경기도,수원시 장안구,기타음식점,77
경기도,수원시 장안구,기타일반의원,17
경기도,수원시 장안구,꽃가게,106
경기도,수원시 장안구,내과ㆍ소아과의원,55
경기도,수원시 장안구,노래방,153
경기도,수원시 장안구,담배ㆍ복권소매업,30
경기도,수원시 장안구,당구장,85
경기도,수원시 장안구,독서실,42
경기도,수원시 장안구,동물병원,22
경기도,수원시 장안구,목욕탕,12
경기도,수원시 장안구,문구점,43
경기도,수원시 장안구,미용실,607
경기도,수원시 장안구,법무사,8
경기도,수원시 장안구,변호사,0
경기도,수원시 장안구,부동산중개업,572
경기도,수원시 장안구,분식점,252
경기도,수원시 장안구,사진촬영업,74
경기도,수원시 장안구,산부인과의원,6
경기도,수원시 장안구,생선가게,25
경기도,수원시 장안구,서점,46
경기도,수원시 장안구,성형외과의원,0
경기도,수원시 장안구,세무사,45
경기도,수원시 장안구,세탁소,134
경기도,수원시 장안구,슈퍼마켓,139
경기도,수원시 장안구,스포츠교육기관,186
경기도,수원시 장안구,스포츠시설운영업,45
경기도,수원시 장안구,스포츠용품점,51
경기도,수원시 장안구,시계ㆍ귀금속점,32
경기도,수원시 장안구,식료품가게,135
경기도,수원시 장안구,신경정신과의원,8
경기도,수원시 장안구,신발가게,11
경기도,수원시 장안구,실내스크린골프점,38
경기도,수원시 장안구,실내장식가게,473
경기도,수원시 장안구,실외골프연습장,4
경기도,수원시 장안구,안경점,43
경기도,수원시 장안구,안과의원,7
경기도,수원시 장안구,애완용품점,57
경기도,수원시 장안구,약국,109
경기도,수원시 장안구,여관ㆍ모텔,65
경기도,수원시 장안구,여행사,32
경기도,수원시 장안구,예술학원,188
경기도,수원시 장안구,예식장,0
경기도,수원시 장안구,옷가게,268
경기도,수원시 장안구,의료용품가게,38
경기도,수원시 장안구,이륜자동차판매점,7
경기도,수원시 장안구,이발소,64
경기도,수원시 장안구,이비인후과의원,13
경기도,수원시 장안구,일반외과의원,30
경기도,수원시 장안구,일식음식점,86
경기도,수원시 장안구,자동차수리점,175
경기도,수원시 장안구,자전거판매점,13
경기도,수원시 장안구,장난감가게,8
경기도,수원시 장안구,정육점,99
경기도,수원시 장안구,제과점,104
경기도,수원시 장안구,종합병원,17
경기도,수원시 장안구,주유소,23
경기도,수원시 장안구,주차장운영업,24
경기도,수원시 장안구,중고차판매점,6
경기도,수원시 장안구,중식음식점,114
경기도,수원시 장안구,채소가게,48
경기도,수원시 장안구,철물점,47
경기도,수원시 장안구,치과의원,104
경기도,수원시 장안구,침구ㆍ커튼가게,31
경기도,수원시 장안구,커피음료점,404
경기도,수원시 장안구,컴퓨터판매점,28
경기도,수원시 장안구,통신판매업,2735
경기도,수원시 장안구,패스트푸드점,199
경기도,수원시 장안구,펜션ㆍ게스트하우스,3
경기도,수원시 장안구,편의점,219
경기도,수원시 장안구,피부ㆍ비뇨기과의원,12
경기도,수원시 장안구,피부관리업,227
경기도,수원시 장안구,한방병원ㆍ한의원,80
경기도,수원시 장안구,한식음식점,1455
경기도,수원시 장안구,헬스클럽,66
경기도,수원시 장안구,호프주점,146
경기도,수원시 장안구,화장품가게,144
경기도,수원시 장안구,휴대폰가게,74
경기도,수원시 팔달구,LPG 충전소,0
경기도,수원시 팔달구,pc방,42
경기도,수원시 팔달구,가구점,21
경기도,수원시 팔달구,가전제품수리점,113
경기도,수원시 팔달구,가전제품판매점,41
경기도,수원시 팔달구,간이주점,116
경기도,수원시 팔달구,간판광고물업,61
경기도,수원시 팔달구,감정평가사,15
경기도,수원시 팔달구,건강보조식품가게,86
경기도,수원시 팔달구,건어물가게,21
경기도,수원시 팔달구,건축사,78
경기도,수원시 팔달구,결혼상담소,27
경기도,수원시 팔달구,곡물가게,28
경기도,수원시 팔달구,공인노무사,3
경기도,수원시 팔달구,공인회계사,13
경기도,수원시 팔달구,과일가게,43
경기도,수원시 팔달구,교습소ㆍ공부방,208
경기도,수원시 팔달구,교습학원,166
경기도,수원시 팔달구,구내식당,94
경기도,수원시 팔달구,기술ㆍ직업훈련학원,185
경기도,수원시 팔달구,기술사,9
경기도,수원시 팔달구,기타외국식음식점,253
경기도,수원시 팔달구,기타음식점,99
경기도,수원시 팔달구,기타일반의원,19
경기도,수원시 팔달구,꽃가게,117
경기도,수원시 팔달구,내과ㆍ소아과의원,57
경기도,수원시 팔달구,노래방,151
경기도,수원시 팔달구,담배ㆍ복권소매업,46
경기도,수원시 팔달구,당구장,74
경기도,수원시 팔달구,독서실,46
경기도,수원시 팔달구,동물병원,22
경기도,수원시 팔달구,목욕탕,14
경기도,수원시 팔달구,문구점,58
경기도,수원시 팔달구,미용실,554
경기도,수원시 팔달구,법무사,15
경기도,수원시 팔달구,변리사,3
경기도,수원시 팔달구,변호사,8
경기도,수원시 팔달구,부동산중개업,784
경기도,수원시 팔달구,분식점,282
경기도,수원시 팔달구,사진촬영업,147
경기도,수원시 팔달구,산부인과의원,12
경기도,수원시 팔달구,생선가게,36
경기도,수원시 팔달구,서점,36
경기도,수원시 팔달구,성형외과의원,19
경기도,수원시 팔달구,세무사,109
경기도,수원시 팔달구,세탁소,104
경기도,수원시 팔달구,슈퍼마켓,143
경기도,수원시 팔달구,스포츠교육기관,148
경기도,수원시 팔달구,스포츠시설운영업,60
경기도,수원시 팔달구,스포츠용품점,51
경기도,수원시 팔달구,시계ㆍ귀금속점,44
경기도,수원시 팔달구,식료품가게,218
경기도,수원시 팔달구,신경정신과의원,22
경기도,수원시 팔달구,신발가게,51
경기도,수원시 팔달구,실내스크린골프점,19
경기도,수원시 팔달구,실내장식가게,357
경기도,수원시 팔달구,실외골프연습장,3
경기도,수원시 팔달구,안경점,50
경기도,수원시 팔달구,안과의원,10
경기도,수원시 팔달구,애완용품점,61
경기도,수원시 팔달구,약국,145
경기도,수원시 팔달구,여관ㆍ모텔,180
경기도,수원시 팔달구,여행사,94
경기도,수원시 팔달구,예술학원,142
경기도,수원시 팔달구,예식장,9
경기도,수원시 팔달구,옷가게,583
경기도,수원시 팔달구,의료용품가게,50
경기도,수원시 팔달구,이륜자동차판매점,8
경기도,수원시 팔달구,이발소,50
경기도,수원시 팔달구,이비인후과의원,14
경기도,수원시 팔달구,일반외과의원,40
경기도,수원시 팔달구,일식음식점,145
경기도,수원시 팔달구,자동차수리점,109
경기도,수원시 팔달구,자전거판매점,7
경기도,수원시 팔달구,장난감가게,22
경기도,수원시 팔달구,정육점,99
경기도,수원시 팔달구,제과점,107
경기도,수원시 팔달구,종합병원,22
경기도,수원시 팔달구,주유소,14
경기도,수원시 팔달구,주차장운영업,75
경기도,수원시 팔달구,중고차판매점,0
경기도,수원시 팔달구,중식음식점,222
경기도,수원시 팔달구,채소가게,74
경기도,수원시 팔달구,철물점,41
경기도,수원시 팔달구,치과의원,121
경기도,수원시 팔달구,침구ㆍ커튼가게,78
경기도,수원시 팔달구,커피음료점,630
경기도,수원시 팔달구,컴퓨터판매점,31
경기도,수원시 팔달구,통신판매업,2751
경기도,수원시 팔달구,패스트푸드점,197
경기도,수원시 팔달구,펜션ㆍ게스트하우스,26
경기도,수원시 팔달구,편의점,265
경기도,수원시 팔달구,피부ㆍ비뇨기과의원,53
경기도,수원시 팔달구,피부관리업,404
경기도,수원시 팔달구,한방병원ㆍ한의원,105
경기도,수원시 팔달구,한식음식점,1798
경기도,수원시 팔달구,헬스클럽,81
경기도,수원시 팔달구,호프주점,145
경기도,수원시 팔달구,화장품가게,313
경기도,수원시 팔달구,휴대폰가게,124
경기도,시흥시,LPG 충전소,13
경기도,시흥시,pc방,120
경기도,시흥시,가구점,74
경기도,시흥시,가전제품수리점,285
경기도,시흥시,가전제품판매점,77
경기도,시흥시,간이주점,101
경기도,시흥시,간판광고물업,122
경기도,시흥시,감정평가사,6
경기도,시흥시,건강보조식품가게,124
경기도,시흥시,건어물가게,68
경기도,시흥시,건축사,95
경기도,시흥시,결혼상담소,5
경기도,시흥시,곡물가게,27
경기도,시흥시,공인노무사,3
경기도,시흥시,공인회계사,20
경기도,시흥시,과일가게,115
경기도,시흥시,교습소ㆍ공부방,480
경기도,시흥시,교습학원,665
경기도,시흥시,구내식당,461
경기도,시흥시,기술ㆍ직업훈련학원,199
경기도,시흥시,기술사,8
경기도,시흥시,기타외국식음식점,195
경기도,시흥시,기타음식점,218
경기도,시흥시,기타일반의원,25
경기도,시흥시,꽃가게,274
경기도,시흥시,내과ㆍ소아과의원,109
경기도,시흥시,노래방,357
경기도,시흥시,담배ㆍ복권소매업,56
경기도,시흥시,당구장,227
경기도,시흥시,독서실,51
경기도,시흥시,동물병원,38
경기도,시흥시,목욕탕,24
경기도,시흥시,문구점,96
경기도,시흥시,미용실,1018
경기도,시흥시,법무사,30
경기도,시흥시,변리사,0
경기도,시흥시,변호사,12
경기도,시흥시,부동산중개업,1628
경기도,시흥시,분식점,1199
경기도,시흥시,사진촬영업,159
경기도,시흥시,산부인과의원,15
경기도,시흥시,생선가게,107
경기도,시흥시,서점,68
경기도,시흥시,성형외과의원,0
경기도,시흥시,세무사,115
경기도,시흥시,세탁소,237
경기도,시흥시,슈퍼마켓,392
경기도,시흥시,스포츠교육기관,361
경기도,시흥시,스포츠시설운영업,151
경기도,시흥시,스포츠용품점,178
경기도,시흥시,시계ㆍ귀금속점,48
경기도,시흥시,식료품가게,422
경기도,시흥시,신경정신과의원,12
경기도,시흥시,신발가게,43
경기도,시흥시,실내스크린골프점,116
경기도,시흥시,실내장식가게,1045
경기도,시흥시,실외골프연습장,18
경기도,시흥시,안경점,81
경기도,시흥시,안과의원,13
경기도,시흥시,애완용품점,208
경기도,시흥시,약국,195
경기도,시흥시,여관ㆍ모텔,76
경기도,시흥시,여행사,62
경기도,시흥시,예술학원,379
경기도,시흥시,예식장,0
경기도,시흥시,옷가게,656
경기도,시흥시,의료용품가게,57
경기도,시흥시,이륜자동차판매점,34
경기도,시흥시,이발소,80
경기도,시흥시,이비인후과의원,28
경기도,시흥시,일반외과의원,53
경기도,시흥시,일식음식점,186
경기도,시흥시,자동차수리점,493
경기도,시흥시,자전거판매점,28
경기도,시흥시,장난감가게,34
경기도,시흥시,정육점,214
경기도,시흥시,제과점,178
경기도,시흥시,종합병원,22
경기도,시흥시,주유소,80
경기도,시흥시,주차장운영업,74
경기도,시흥시,중고차판매점,31
경기도,시흥시,중식음식점,362
경기도,시흥시,채소가게,134
경기도,시흥시,철물점,82
경기도,시흥시,치과의원,158
경기도,시흥시,침구ㆍ커튼가게,70
경기도,시흥시,커피음료점,852
경기도,시흥시,컴퓨터판매점,56
경기도,시흥시,통신판매업,7399
경기도,시흥시,패스트푸드점,379
경기도,시흥시,펜션ㆍ게스트하우스,168
경기도,시흥시,편의점,589
경기도,시흥시,피부ㆍ비뇨기과의원,31
경기도,시흥시,피부관리업,715
경기도,시흥시,한방병원ㆍ한의원,87
경기도,시흥시,한식음식점,3125
경기도,시흥시,헬스클럽,112
경기도,시흥시,호프주점,180
경기도,시흥시,화장품가게,356
경기도,시흥시,휴대폰가게,209
경기도,안산시 단원구,LPG 충전소,8
경기도,안산시 단원구,pc방,91
경기도,안산시 단원구,가구점,34
경기도,안산시 단원구,가전제품수리점,157
경기도,안산시 단원구,가전제품판매점,42
경기도,안산시 단원구,간이주점,103
경기도,안산시 단원구,간판광고물업,91
경기도,안산시 단원구,감정평가사,3
경기도,안산시 단원구,건강보조식품가게,98
경기도,안산시 단원구,건어물가게,31
경기도,안산시 단원구,건축사,65
경기도,안산시 단원구,결혼상담소,12
경기도,안산시 단원구,곡물가게,26
경기도,안산시 단원구,공인노무사,18
경기도,안산시 단원구,공인회계사,20
경기도,안산시 단원구,과일가게,65
경기도,안산시 단원구,교습소ㆍ공부방,230
경기도,안산시 단원구,교습학원,350
경기도,안산시 단원구,구내식당,461
경기도,안산시 단원구,기술ㆍ직업훈련학원,160
경기도,안산시 단원구,기술사,6
경기도,안산시 단원구,기타외국식음식점,238
경기도,안산시 단원구,기타음식점,101
경기도,안산시 단원구,기타일반의원,15
경기도,안산시 단원구,꽃가게,165
경기도,안산시 단원구,내과ㆍ소아과의원,68
경기도,안산시 단원구,노래방,318
경기도,안산시 단원구,담배ㆍ복권소매업,45
경기도,안산시 단원구,당구장,153
경기도,안산시 단원구,독서실,76
경기도,안산시 단원구,동물병원,23
경기도,안산시 단원구,목욕탕,11
경기도,안산시 단원구,문구점,58
경기도,안산시 단원구,미용실,726
경기도,안산시 단원구,법무사,89
경기도,안산시 단원구,변리사,4
경기도,안산시 단원구,변호사,83
경기도,안산시 단원구,부동산중개업,1000
경기도,안산시 단원구,분식점,468
경기도,안산시 단원구,사진촬영업,117
경기도,안산시 단원구,산부인과의원,18
경기도,안산시 단원구,생선가게,41
경기도,안산시 단원구,서점,54
경기도,안산시 단원구,성형외과의원,14
경기도,안산시 단원구,세무사,183
경기도,안산시 단원구,세탁소,156
경기도,안산시 단원구,슈퍼마켓,265
경기도,안산시 단원구,스포츠교육기관,225
경기도,안산시 단원구,스포츠시설운영업,59
경기도,안산시 단원구,스포츠용품점,82
경기도,안산시 단원구,시계ㆍ귀금속점,55
경기도,안산시 단원구,식료품가게,363
경기도,안산시 단원구,신경정신과의원,14
경기도,안산시 단원구,신발가게,24
경기도,안산시 단원구,실내스크린골프점,71
경기도,안산시 단원구,실내장식가게,660
경기도,안산시 단원구,실외골프연습장,9
경기도,안산시 단원구,안경점,63
경기도,안산시 단원구,안과의원,12
경기도,안산시 단원구,애완용품점,83
경기도,안산시 단원구,약국,170
경기도,안산시 단원구,여관ㆍ모텔,126
경기도,안산시 단원구,여행사,91
경기도,안산시 단원구,예술학원,198
경기도,안산시 단원구,예식장,10
경기도,안산시 단원구,옷가게,523
경기도,안산시 단원구,의료용품가게,39
경기도,안산시 단원구,이륜자동차판매점,7
경기도,안산시 단원구,이발소,64
경기도,안산시 단원구,이비인후과의원,15
경기도,안산시 단원구,일반외과의원,44
경기도,안산시 단원구,일식음식점,167
경기도,안산시 단원구,자동차수리점,347
경기도,안산시 단원구,자전거판매점,18
경기도,안산시 단원구,장난감가게,23
경기도,안산시 단원구,정육점,108
경기도,안산시 단원구,제과점,153
경기도,안산시 단원구,종합병원,26
경기도,안산시 단원구,주유소,35
경기도,안산시 단원구,주차장운영업,57
경기도,안산시 단원구,중고차판매점,68
경기도,안산시 단원구,중식음식점,351
경기도,안산시 단원구,채소가게,74
경기도,안산시 단원구,철물점,67
경기도,안산시 단원구,치과의원,125
경기도,안산시 단원구,침구ㆍ커튼가게,61
경기도,안산시 단원구,커피음료점,609
경기도,안산시 단원구,컴퓨터판매점,50
경기도,안산시 단원구,통신판매업,4585
경기도,안산시 단원구,패스트푸드점,242
경기도,안산시 단원구,펜션ㆍ게스트하우스,867
경기도,안산시 단원구,편의점,393
경기도,안산시 단원구,피부ㆍ비뇨기과의원,32
경기도,안산시 단원구,피부관리업,557
경기도,안산시 단원구,한방병원ㆍ한의원,98
경기도,안산시 단원구,한식음식점,2406
경기도,안산시 단원구,헬스클럽,86
경기도,안산시 단원구,호프주점,278
경기도,안산시 단원구,화장품가게,334
경기도,안산시 단원구,휴대폰가게,235
경기도,안산시 상록구,LPG 충전소,11
경기도,안산시 상록구,pc방,70
경기도,안산시 상록구,가구점,55
경기도,안산시 상록구,가전제품수리점,206
경기도,안산시 상록구,가전제품판매점,66
경기도,안산시 상록구,간이주점,86
경기도,안산시 상록구,간판광고물업,73
경기도,안산시 상록구,감정평가사,0
경기도,안산시 상록구,건강보조식품가게,84
경기도,안산시 상록구,건어물가게,18
경기도,안산시 상록구,건축사,31
경기도,안산시 상록구,결혼상담소,4
경기도,안산시 상록구,곡물가게,24
경기도,안산시 상록구,공인노무사,3
경기도,안산시 상록구,공인회계사,0
경기도,안산시 상록구,과일가게,57
경기도,안산시 상록구,교습소ㆍ공부방,285
경기도,안산시 상록구,교습학원,228
경기도,안산시 상록구,구내식당,108
경기도,안산시 상록구,기술ㆍ직업훈련학원,115
경기도,안산시 상록구,기술사,9
경기도,안산시 상록구,기타외국식음식점,129
경기도,안산시 상록구,기타음식점,113
경기도,안산시 상록구,기타일반의원,17
경기도,안산시 상록구,꽃가게,136
경기도,안산시 상록구,내과ㆍ소아과의원,51
경기도,안산시 상록구,노래방,263
경기도,안산시 상록구,담배ㆍ복권소매업,51
경기도,안산시 상록구,당구장,152
경기도,안산시 상록구,독서실,51
경기도,안산시 상록구,동물병원,14
경기도,안산시 상록구,목욕탕,21
경기도,안산시 상록구,문구점,54
경기도,안산시 상록구,미용실,706
경기도,안산시 상록구,법무사,5
경기도,안산시 상록구,변리사,0
경기도,안산시 상록구,변호사,0
경기도,안산시 상록구,부동산중개업,665
경기도,안산시 상록구,분식점,353
경기도,안산시 상록구,사진촬영업,87
경기도,안산시 상록구,산부인과의원,7
경기도,안산시 상록구,생선가게,27
경기도,안산시 상록구,서점,43
경기도,안산시 상록구,성형외과의원,0
경기도,안산시 상록구,세무사,14
경기도,안산시 상록구,세탁소,178
경기도,안산시 상록구,슈퍼마켓,208
경기도,안산시 상록구,스포츠교육기관,163
경기도,안산시 상록구,스포츠시설운영업,48
경기도,안산시 상록구,스포츠용품점,94
경기도,안산시 상록구,시계ㆍ귀금속점,25
경기도,안산시 상록구,식료품가게,227
경기도,안산시 상록구,신경정신과의원,4
경기도,안산시 상록구,신발가게,32
경기도,안산시 상록구,실내스크린골프점,38
경기도,안산시 상록구,실내장식가게,874
경기도,안산시 상록구,실외골프연습장,7
경기도,안산시 상록구,안경점,51
경기도,안산시 상록구,안과의원,6
