업종,시도,당월
실내장식가게,울산광역시,1501
실내장식가게,인천광역시,5275
실내장식가게,전라남도,1827
실내장식가게,전라북도,487
실내장식가게,제주특별자치도,1822
실내장식가게,충청남도,2427
실내장식가게,충청북도,1931
실외골프연습장,강원특별자치도,91
실외골프연습장,경기도,486
실외골프연습장,경상남도,144
실외골프연습장,경상북도,176
실외골프연습장,광주광역시,44
실외골프연습장,대구광역시,83
실외골프연습장,대전광역시,52
실외골프연습장,부산광역시,113
실외골프연습장,서울특별시,314
실외골프연습장,세종특별자치시,8
실외골프연습장,울산광역시,52
실외골프연습장,인천광역시,67
실외골프연습장,전라남도,79
실외골프연습장,전라북도,89
실외골프연습장,제주특별자치도,58
실외골프연습장,충청남도,94
실외골프연습장,충청북도,91
안경점,강원특별자치도,262
안경점,경기도,2143
안경점,경상남도,598
안경점,경상북도,443
안경점,광주광역시,348
안경점,대구광역시,495
안경점,대전광역시,315
안경점,부산광역시,640
안경점,서울특별시,2014
안경점,세종특별자치시,54
안경점,울산광역시,232
안경점,인천광역시,437
안경점,전라남도,317
안경점,전라북도,363
안경점,제주특별자치도,133
안경점,충청남도,352
안경점,충청북도,293
안과의원,강원특별자치도,32
안과의원,경기도,383
안과의원,경상남도,85
안과의원,경상북도,56
안과의원,광주광역시,44
안과의원,대구광역시,108
안과의원,대전광역시,49
안과의원,부산광역시,143
안과의원,서울특별시,478
안과의원,세종특별자치시,7
안과의원,울산광역시,32
안과의원,인천광역시,79
안과의원,전라남도,30
안과의원,전라북도,55
안과의원,제주특별자치도,21
안과의원,충청남도,41
안과의원,충청북도,32
애완용품점,강원특별자치도,346
애완용품점,경기도,3993
애완용품점,경상남도,653
애완용품점,경상북도,541
애완용품점,광주광역시,260
애완용품점,대구광역시,491
애완용품점,대전광역시,371
애완용품점,부산광역시,797
애완용품점,서울특별시,1824
애완용품점,세종특별자치시,54
애완용품점,울산광역시,189
애완용품점,인천광역시,782
애완용품점,전라남도,257
애완용품점,전라북도,297
애완용품점,제주특별자치도,168
애완용품점,충청남도,478
애완용품점,충청북도,342
약국,강원특별자치도,704
약국,경기도,5704
약국,경상남도,1384
약국,경상북도,1106
약국,광주광역시,719
약국,대구광역시,1367
약국,대전광역시,753
약국,부산광역시,1680
약국,서울특별시,5522
약국,세종특별자치시,153
약국,울산광역시,440
약국,인천광역시,1234
약국,전라남도,825
약국,전라북도,984
약국,제주특별자치도,322
약국,충청남도,994
약국,충청북도,729
여관ㆍ모텔,강원특별자치도,1438
여관ㆍ모텔,경기도,2800
여관ㆍ모텔,경상남도,2206
여관ㆍ모텔,경상북도,1863
여관ㆍ모텔,광주광역시,464
여관ㆍ모텔,대구광역시,571
여관ㆍ모텔,대전광역시,444
여관ㆍ모텔,부산광역시,1157
여관ㆍ모텔,서울특별시,1503
여관ㆍ모텔,세종특별자치시,64
여관ㆍ모텔,울산광역시,528
여관ㆍ모텔,인천광역시,708
여관ㆍ모텔,전라남도,1261
여관ㆍ모텔,전라북도,976
여관ㆍ모텔,제주특별자치도,377
여관ㆍ모텔,충청남도,1418
여관ㆍ모텔,충청북도,805
여행사,강원특별자치도,353
여행사,경기도,2136
여행사,경상남도,617
여행사,경상북도,495
여행사,광주광역시,435
여행사,대구광역시,566
여행사,대전광역시,333
여행사,부산광역시,1138
여행사,서울특별시,5534
여행사,세종특별자치시,57
여행사,울산광역시,186
여행사,인천광역시,488
여행사,전라남도,488
여행사,전라북도,423
여행사,제주특별자치도,970
여행사,충청남도,330
여행사,충청북도,300
예술학원,강원특별자치도,925
예술학원,경기도,9571
예술학원,경상남도,2282
예술학원,경상북도,1437
예술학원,광주광역시,1123
예술학원,대구광역시,1553
예술학원,대전광역시,890
예술학원,부산광역시,2018
예술학원,서울특별시,5895
예술학원,세종특별자치시,405
예술학원,울산광역시,862
예술학원,인천광역시,1642
예술학원,전라남도,928
예술학원,전라북도,1312
예술학원,제주특별자치도,512
예술학원,충청남도,1163
예술학원,충청북도,919
예식장,강원특별자치도,23
예식장,경기도,97
예식장,경상남도,39
예식장,경상북도,43
예식장,광주광역시,19
예식장,대구광역시,28
예식장,대전광역시,19
예식장,부산광역시,35
예식장,서울특별시,130
예식장,세종특별자치시,4
예식장,울산광역시,16
예식장,인천광역시,19
예식장,전라남도,26
예식장,전라북도,33
예식장,제주특별자치도,21
예식장,충청남도,48
예식장,충청북도,30
옷가게,강원특별자치도,3037
옷가게,경기도,19299
옷가게,경상남도,5555
옷가게,경상북도,4501
옷가게,광주광역시,2901
옷가게,대구광역시,5158
옷가게,대전광역시,2797
옷가게,부산광역시,7018
옷가게,서울특별시,15721
옷가게,세종특별자치시,442
옷가게,울산광역시,1690
옷가게,인천광역시,4362
옷가게,전라남도,2934
옷가게,전라북도,3387
옷가게,제주특별자치도,1689
옷가게,충청남도,3361
옷가게,충청북도,2765
의료용품가게,강원특별자치도,218
의료용품가게,경기도,1710
의료용품가게,경상남도,432
의료용품가게,경상북도,305
의료용품가게,광주광역시,302
의료용품가게,대구광역시,348
의료용품가게,대전광역시,242
의료용품가게,부산광역시,591
의료용품가게,서울특별시,1528
의료용품가게,세종특별자치시,28
의료용품가게,울산광역시,126
의료용품가게,인천광역시,330
의료용품가게,전라남도,243
의료용품가게,전라북도,360
의료용품가게,제주특별자치도,85
의료용품가게,충청남도,284
의료용품가게,충청북도,198
이륜자동차판매점,강원특별자치도,97
이륜자동차판매점,경기도,534
이륜자동차판매점,경상남도,255
이륜자동차판매점,경상북도,207
이륜자동차판매점,광주광역시,72
이륜자동차판매점,대구광역시,164
이륜자동차판매점,대전광역시,72
이륜자동차판매점,부산광역시,233
이륜자동차판매점,서울특별시,486
이륜자동차판매점,세종특별자치시,11
이륜자동차판매점,울산광역시,83
이륜자동차판매점,인천광역시,108
이륜자동차판매점,전라남도,140
이륜자동차판매점,전라북도,127
이륜자동차판매점,제주특별자치도,49
이륜자동차판매점,충청남도,141
이륜자동차판매점,충청북도,90
이발소,강원특별자치도,650
이발소,경기도,2299
이발소,경상남도,870
이발소,경상북도,910
이발소,광주광역시,246
이발소,대구광역시,568
이발소,대전광역시,413
이발소,부산광역시,1026
이발소,서울특별시,2169
이발소,세종특별자치시,40
이발소,울산광역시,380
이발소,인천광역시,449
이발소,전라남도,628
이발소,전라북도,532
이발소,제주특별자치도,166
이발소,충청남도,675
이발소,충청북도,460
이비인후과의원,강원특별자치도,43
이비인후과의원,경기도,711
이비인후과의원,경상남도,122
이비인후과의원,경상북도,81
이비인후과의원,광주광역시,81
이비인후과의원,대구광역시,165
이비인후과의원,대전광역시,81
이비인후과의원,부산광역시,203
이비인후과의원,서울특별시,717
이비인후과의원,세종특별자치시,18
이비인후과의원,울산광역시,48
이비인후과의원,인천광역시,153
이비인후과의원,전라남도,45
이비인후과의원,전라북도,74
이비인후과의원,제주특별자치도,26
이비인후과의원,충청남도,50
이비인후과의원,충청북도,50
일반외과의원,강원특별자치도,131
일반외과의원,경기도,1375
일반외과의원,경상남도,247
일반외과의원,경상북도,224
일반외과의원,광주광역시,113
일반외과의원,대구광역시,335
일반외과의원,대전광역시,148
일반외과의원,부산광역시,380
일반외과의원,서울특별시,1316
일반외과의원,세종특별자치시,41
일반외과의원,울산광역시,84
일반외과의원,인천광역시,304
일반외과의원,전라남도,127
일반외과의원,전라북도,178
일반외과의원,제주특별자치도,84
일반외과의원,충청남도,195
일반외과의원,충청북도,181
일식음식점,강원특별자치도,974
일식음식점,경기도,5047
일식음식점,경상남도,994
일식음식점,경상북도,663
일식음식점,광주광역시,354
일식음식점,대구광역시,1007
일식음식점,대전광역시,596
일식음식점,부산광역시,1434
일식음식점,서울특별시,6625
일식음식점,세종특별자치시,135
일식음식점,울산광역시,371
일식음식점,인천광역시,1176
일식음식점,전라남도,465
일식음식점,전라북도,583
일식음식점,제주특별자치도,588
일식음식점,충청남도,854
일식음식점,충청북도,600
자동차수리점,강원특별자치도,1882
자동차수리점,경기도,12790
자동차수리점,경상남도,3485
자동차수리점,경상북도,3212
자동차수리점,광주광역시,1647
자동차수리점,대구광역시,2400
자동차수리점,대전광역시,1493
자동차수리점,부산광역시,2623
자동차수리점,서울특별시,5063
자동차수리점,세종특별자치시,235
자동차수리점,울산광역시,1139
자동차수리점,인천광역시,2568
자동차수리점,전라남도,2112
자동차수리점,전라북도,2014
자동차수리점,제주특별자치도,656
자동차수리점,충청남도,2625
자동차수리점,충청북도,1933
자전거판매점,강원특별자치도,72
자전거판매점,경기도,666
자전거판매점,경상남도,190
자전거판매점,경상북도,151
자전거판매점,광주광역시,58
자전거판매점,대구광역시,151
자전거판매점,대전광역시,90
자전거판매점,부산광역시,115
자전거판매점,서울특별시,387
자전거판매점,세종특별자치시,17
자전거판매점,울산광역시,54
자전거판매점,인천광역시,111
자전거판매점,전라남도,71
자전거판매점,전라북도,120
자전거판매점,제주특별자치도,36
자전거판매점,충청남도,107
자전거판매점,충청북도,79
장난감가게,강원특별자치도,99
장난감가게,경기도,919
장난감가게,경상남도,173
장난감가게,경상북도,137
장난감가게,광주광역시,64
장난감가게,대구광역시,130
장난감가게,대전광역시,99
장난감가게,부산광역시,166
장난감가게,서울특별시,497
장난감가게,세종특별자치시,18
장난감가게,울산광역시,49
장난감가게,인천광역시,165
장난감가게,전라남도,118
장난감가게,전라북도,95
장난감가게,제주특별자치도,71
장난감가게,충청남도,154
장난감가게,충청북도,72
정육점,강원특별자치도,854
정육점,경기도,4862
정육점,경상남도,1384
정육점,경상북도,1458
정육점,광주광역시,647
정육점,대구광역시,1386
정육점,대전광역시,805
정육점,부산광역시,1228
정육점,서울특별시,2863
정육점,세종특별자치시,135
정육점,울산광역시,642
정육점,인천광역시,1195
정육점,전라남도,882
정육점,전라북도,1109
정육점,제주특별자치도,321
정육점,충청남도,1088
정육점,충청북도,879
제과점,강원특별자치도,794
제과점,경기도,5477
제과점,경상남도,1411
제과점,경상북도,1167
제과점,광주광역시,590
제과점,대구광역시,1125
제과점,대전광역시,642
제과점,부산광역시,1398
제과점,서울특별시,4524
제과점,세종특별자치시,170
제과점,울산광역시,510
제과점,인천광역시,1057
제과점,전라남도,724
제과점,전라북도,750
제과점,제주특별자치도,545
제과점,충청남도,898
제과점,충청북도,676
종합병원,강원특별자치도,79
종합병원,경기도,707
종합병원,경상남도,286
종합병원,경상북도,218
종합병원,광주광역시,186
종합병원,대구광역시,200
종합병원,대전광역시,101
종합병원,부산광역시,334
종합병원,서울특별시,441
종합병원,세종특별자치시,13
종합병원,울산광역시,95
종합병원,인천광역시,155
종합병원,전라남도,187
종합병원,전라북도,165
종합병원,제주특별자치도,29
종합병원,충청남도,140
종합병원,충청북도,90
주유소,강원특별자치도,615
주유소,경기도,2233
주유소,경상남도,998
주유소,경상북도,1148
주유소,광주광역시,248
주유소,대구광역시,349
주유소,대전광역시,226
주유소,부산광역시,332
주유소,서울특별시,404
주유소,세종특별자치시,68
주유소,울산광역시,221
주유소,인천광역시,290
주유소,전라남도,803
주유소,전라북도,785
주유소,제주특별자치도,186
주유소,충청남도,984
주유소,충청북도,713
주차장운영업,강원특별자치도,189
주차장운영업,경기도,1968
주차장운영업,경상남도,866
주차장운영업,경상북도,302
주차장운영업,광주광역시,297
주차장운영업,대구광역시,461
주차장운영업,대전광역시,232
주차장운영업,부산광역시,1999
주차장운영업,서울특별시,2006
주차장운영업,세종특별자치시,51
주차장운영업,울산광역시,286
주차장운영업,인천광역시,455
주차장운영업,전라남도,134
주차장운영업,전라북도,168
주차장운영업,제주특별자치도,94
주차장운영업,충청남도,214
주차장운영업,충청북도,207
중고차판매점,강원특별자치도,155
중고차판매점,경기도,1029
중고차판매점,경상남도,376
중고차판매점,경상북도,303
중고차판매점,광주광역시,232
중고차판매점,대구광역시,486
중고차판매점,대전광역시,202
중고차판매점,부산광역시,278
중고차판매점,서울특별시,500
중고차판매점,세종특별자치시,7
중고차판매점,울산광역시,143
중고차판매점,인천광역시,241
중고차판매점,전라남도,210
중고차판매점,전라북도,253
중고차판매점,제주특별자치도,65
중고차판매점,충청남도,252
중고차판매점,충청북도,180
중식음식점,강원특별자치도,1160
중식음식점,경기도,6859
중식음식점,경상남도,1870
중식음식점,경상북도,1677
중식음식점,광주광역시,553
중식음식점,대구광역시,1318
중식음식점,대전광역시,778
중식음식점,부산광역시,1916
중식음식점,서울특별시,5322
중식음식점,세종특별자치시,197
중식음식점,울산광역시,595
중식음식점,인천광역시,1530
중식음식점,전라남도,1005
중식음식점,전라북도,1132
중식음식점,제주특별자치도,475
중식음식점,충청남도,1489
중식음식점,충청북도,1104
채소가게,강원특별자치도,1013
채소가게,경기도,2798
채소가게,경상남도,1120
채소가게,경상북도,1133
채소가게,광주광역시,323
채소가게,대구광역시,546
채소가게,대전광역시,381
채소가게,부산광역시,889
채소가게,서울특별시,1791
채소가게,세종특별자치시,76
채소가게,울산광역시,178
채소가게,인천광역시,750
채소가게,전라남도,974
채소가게,전라북도,826
채소가게,제주특별자치도,389
채소가게,충청남도,870
채소가게,충청북도,599
철물점,강원특별자치도,480
철물점,경기도,1986
철물점,경상남도,604
철물점,경상북도,527
철물점,광주광역시,288
철물점,대구광역시,350
철물점,대전광역시,283
철물점,부산광역시,656
철물점,서울특별시,1301
철물점,세종특별자치시,39
철물점,울산광역시,165
철물점,인천광역시,500
철물점,전라남도,482
철물점,전라북도,439
철물점,제주특별자치도,120
철물점,충청남도,479
철물점,충청북도,355
치과의원,강원특별자치도,432
치과의원,경기도,4765
치과의원,경상남도,969
치과의원,경상북도,708
치과의원,광주광역시,657
치과의원,대구광역시,952
치과의원,대전광역시,558
치과의원,부산광역시,1370
치과의원,서울특별시,4952
치과의원,세종특별자치시,101
치과의원,울산광역시,393
치과의원,인천광역시,1005
치과의원,전라남도,523
치과의원,전라북도,600
치과의원,제주특별자치도,241
치과의원,충청남도,615
치과의원,충청북도,476
침구ㆍ커튼가게,강원특별자치도,370
침구ㆍ커튼가게,경기도,2056
침구ㆍ커튼가게,경상남도,675
침구ㆍ커튼가게,경상북도,655
침구ㆍ커튼가게,광주광역시,384
침구ㆍ커튼가게,대구광역시,646
침구ㆍ커튼가게,대전광역시,403
침구ㆍ커튼가게,부산광역시,734
침구ㆍ커튼가게,서울특별시,1178
침구ㆍ커튼가게,세종특별자치시,69
침구ㆍ커튼가게,울산광역시,220
침구ㆍ커튼가게,인천광역시,431
침구ㆍ커튼가게,전라남도,486
침구ㆍ커튼가게,전라북도,489
침구ㆍ커튼가게,제주특별자치도,228
침구ㆍ커튼가게,충청남도,512
침구ㆍ커튼가게,충청북도,372
커피음료점,강원특별자치도,3552
커피음료점,경기도,21536
커피음료점,경상남도,6429
커피음료점,경상북도,6086
커피음료점,광주광역시,2750
커피음료점,대구광역시,4782
커피음료점,대전광역시,3236
커피음료점,부산광역시,5949
커피음료점,서울특별시,17353
커피음료점,세종특별자치시,693
커피음료점,울산광역시,2104
커피음료점,인천광역시,4910
커피음료점,전라남도,3774
커피음료점,전라북도,3757
커피음료점,제주특별자치도,2119
커피음료점,충청남도,4200
커피음료점,충청북도,3156
컴퓨터판매점,강원특별자치도,190
컴퓨터판매점,경기도,1565
컴퓨터판매점,경상남도,336
컴퓨터판매점,경상북도,306
컴퓨터판매점,광주광역시,187
컴퓨터판매점,대구광역시,279
컴퓨터판매점,대전광역시,224
컴퓨터판매점,부산광역시,253
컴퓨터판매점,서울특별시,1217
컴퓨터판매점,세종특별자치시,76
컴퓨터판매점,울산광역시,94
컴퓨터판매점,인천광역시,279
컴퓨터판매점,전라남도,172
컴퓨터판매점,전라북도,218
컴퓨터판매점,제주특별자치도,105
컴퓨터판매점,충청남도,249
컴퓨터판매점,충청북도,190
통신판매업,강원특별자치도,9331
통신판매업,경기도,195596
통신판매업,경상남도,22282
통신판매업,경상북도,16853
통신판매업,광주광역시,12584
통신판매업,대구광역시,25441
통신판매업,대전광역시,14300
통신판매업,부산광역시,34684
통신판매업,서울특별시,155365
통신판매업,세종특별자치시,3582
통신판매업,울산광역시,7547
통신판매업,인천광역시,42298
통신판매업,전라남도,9695
통신판매업,전라북도,10582
통신판매업,제주특별자치도,5400
통신판매업,충청남도,15429
통신판매업,충청북도,11047
패스트푸드점,강원특별자치도,2128
패스트푸드점,경기도,11327
패스트푸드점,경상남도,3697
패스트푸드점,경상북도,2628
패스트푸드점,광주광역시,1410
패스트푸드점,대구광역시,1925
패스트푸드점,대전광역시,1278
패스트푸드점,부산광역시,3070
패스트푸드점,서울특별시,7712
패스트푸드점,세종특별자치시,389
패스트푸드점,울산광역시,1175
패스트푸드점,인천광역시,2372
패스트푸드점,전라남도,1792
패스트푸드점,전라북도,1969
패스트푸드점,제주특별자치도,834
패스트푸드점,충청남도,2516
패스트푸드점,충청북도,1928
펜션ㆍ게스트하우스,강원특별자치도,4463
펜션ㆍ게스트하우스,경기도,3540
펜션ㆍ게스트하우스,경상남도,2535
펜션ㆍ게스트하우스,경상북도,2798
펜션ㆍ게스트하우스,광주광역시,39
펜션ㆍ게스트하우스,대구광역시,87
펜션ㆍ게스트하우스,대전광역시,41
펜션ㆍ게스트하우스,부산광역시,487
펜션ㆍ게스트하우스,서울특별시,1295
펜션ㆍ게스트하우스,세종특별자치시,14
펜션ㆍ게스트하우스,울산광역시,219
펜션ㆍ게스트하우스,인천광역시,1012
펜션ㆍ게스트하우스,전라남도,2046
펜션ㆍ게스트하우스,전라북도,939
펜션ㆍ게스트하우스,제주특별자치도,4712
펜션ㆍ게스트하우스,충청남도,1893
펜션ㆍ게스트하우스,충청북도,812
편의점,강원특별자치도,2228
편의점,경기도,14419
편의점,경상남도,3393
편의점,경상북도,2624
편의점,광주광역시,1341
편의점,대구광역시,2190
편의점,대전광역시,1491
편의점,부산광역시,3010
편의점,서울특별시,8679
편의점,세종특별자치시,329
편의점,울산광역시,1145
편의점,인천광역시,2969
편의점,전라남도,1686
편의점,전라북도,1721
편의점,제주특별자치도,1369
편의점,충청남도,2880
편의점,충청북도,1952
피부ㆍ비뇨기과의원,강원특별자치도,64
피부ㆍ비뇨기과의원,경기도,1024
피부ㆍ비뇨기과의원,경상남도,170
피부ㆍ비뇨기과의원,경상북도,110
피부ㆍ비뇨기과의원,광주광역시,142
피부ㆍ비뇨기과의원,대구광역시,243
피부ㆍ비뇨기과의원,대전광역시,132
피부ㆍ비뇨기과의원,부산광역시,349
피부ㆍ비뇨기과의원,서울특별시,1573
피부ㆍ비뇨기과의원,세종특별자치시,25
피부ㆍ비뇨기과의원,울산광역시,83
피부ㆍ비뇨기과의원,인천광역시,219
피부ㆍ비뇨기과의원,전라남도,77
피부ㆍ비뇨기과의원,전라북도,99
피부ㆍ비뇨기과의원,제주특별자치도,53
피부ㆍ비뇨기과의원,충청남도,96
피부ㆍ비뇨기과의원,충청북도,78
피부관리업,강원특별자치도,1706
피부관리업,경기도,15530
피부관리업,경상남도,4328
피부관리업,경상북도,2517
피부관리업,광주광역시,2446
피부관리업,대구광역시,2705
피부관리업,대전광역시,1887
피부관리업,부산광역시,4259
피부관리업,서울특별시,10798
피부관리업,세종특별자치시,361
피부관리업,울산광역시,1300
피부관리업,인천광역시,3513
피부관리업,전라남도,2237
피부관리업,전라북도,1989
피부관리업,제주특별자치도,1123
피부관리업,충청남도,2283
피부관리업,충청북도,1814
한방병원ㆍ한의원,강원특별자치도,387
한방병원ㆍ한의원,경기도,3463
한방병원ㆍ한의원,경상남도,809
한방병원ㆍ한의원,경상북도,623
한방병원ㆍ한의원,광주광역시,413
한방병원ㆍ한의원,대구광역시,925
한방병원ㆍ한의원,대전광역시,520
한방병원ㆍ한의원,부산광역시,1166
한방병원ㆍ한의원,서울특별시,3735
한방병원ㆍ한의원,세종특별자치시,96
한방병원ㆍ한의원,울산광역시,284
한방병원ㆍ한의원,인천광역시,733
한방병원ㆍ한의원,전라남도,393
한방병원ㆍ한의원,전라북도,543
한방병원ㆍ한의원,제주특별자치도,201
한방병원ㆍ한의원,충청남도,523
한방병원ㆍ한의원,충청북도,420
한식음식점,강원특별자치도,20775
한식음식점,경기도,86493
한식음식점,경상남도,34135
한식음식점,경상북도,30423
한식음식점,광주광역시,10775
한식음식점,대구광역시,20159
한식음식점,대전광역시,12105
한식음식점,부산광역시,25645
한식음식점,서울특별시,54335
한식음식점,세종특별자치시,2407
한식음식점,울산광역시,11074
한식음식점,인천광역시,19952
한식음식점,전라남도,19112
한식음식점,전라북도,15491
한식음식점,제주특별자치도,10040
한식음식점,충청남도,21161
한식음식점,충청북도,16423
헬스클럽,강원특별자치도,353
헬스클럽,경기도,3234
헬스클럽,경상남도,638
헬스클럽,경상북도,470
헬스클럽,광주광역시,346
헬스클럽,대구광역시,594
헬스클럽,대전광역시,389
헬스클럽,부산광역시,895
헬스클럽,서울특별시,2993
헬스클럽,세종특별자치시,75
헬스클럽,울산광역시,212
헬스클럽,인천광역시,687
헬스클럽,전라남도,254
헬스클럽,전라북도,339
헬스클럽,제주특별자치도,205
헬스클럽,충청남도,411
헬스클럽,충청북도,384
호프주점,강원특별자치도,971
호프주점,경기도,5449
호프주점,경상남도,1130
호프주점,경상북도,792
호프주점,광주광역시,1737
호프주점,대구광역시,469
호프주점,대전광역시,659
호프주점,부산광역시,1371
호프주점,서울특별시,5136
호프주점,세종특별자치시,99
호프주점,울산광역시,265
호프주점,인천광역시,1464
호프주점,전라남도,1768
호프주점,전라북도,850
호프주점,제주특별자치도,537
호프주점,충청남도,1225
호프주점,충청북도,1234
화장품가게,강원특별자치도,1166
화장품가게,경기도,9769
화장품가게,경상남도,2540
화장품가게,경상북도,1992
화장품가게,광주광역시,1222
화장품가게,대구광역시,2195
화장품가게,대전광역시,1338
화장품가게,부산광역시,2606
화장품가게,서울특별시,6958
화장품가게,세종특별자치시,229
화장품가게,울산광역시,1050
화장품가게,인천광역시,1882
화장품가게,전라남도,1126
화장품가게,전라북도,1516
화장품가게,제주특별자치도,747
화장품가게,충청남도,1566
화장품가게,충청북도,1138
휴대폰가게,강원특별자치도,639
휴대폰가게,경기도,4696
휴대폰가게,경상남도,1327
휴대폰가게,경상북도,1058
휴대폰가게,광주광역시,562
휴대폰가게,대구광역시,987
휴대폰가게,대전광역시,652
휴대폰가게,부산광역시,1258
휴대폰가게,서울특별시,3018
휴대폰가게,세종특별자치시,79
휴대폰가게,울산광역시,477
휴대폰가게,인천광역시,1150
휴대폰가게,전라남도,633
휴대폰가게,전라북도,721
휴대폰가게,제주특별자치도,262
휴대폰가게,충청남도,918
휴대폰가게,충청북도,523
