업종,시도,시군구,당월,전월,전년동월
패스트푸드점,광주광역시,광산구,391,390,376
패스트푸드점,대전광역시,동구,212,210,206
패스트푸드점,대전광역시,중구,194,196,199
패스트푸드점,대전광역시,서구,396,391,370
패스트푸드점,대전광역시,유성구,328,324,317
패스트푸드점,대전광역시,대덕구,148,148,139
패스트푸드점,울산광역시,중구,210,211,209
패스트푸드점,울산광역시,남구,383,383,381
패스트푸드점,울산광역시,동구,124,123,129
패스트푸드점,울산광역시,북구,221,220,211
패스트푸드점,울산광역시,울주군,237,234,234
패스트푸드점,세종특별자치시,세종시,389,387,373
패스트푸드점,경기도,수원시 장안구,199,199,192
패스트푸드점,경기도,수원시 권선구,284,274,264
패스트푸드점,경기도,수원시 팔달구,197,193,173
패스트푸드점,경기도,수원시 영통구,335,333,310
패스트푸드점,경기도,성남시 수정구,224,225,210
패스트푸드점,경기도,성남시 중원구,152,150,154
패스트푸드점,경기도,성남시 분당구,372,374,371
패스트푸드점,경기도,의정부시,334,328,340
패스트푸드점,경기도,안양시 만안구,162,162,164
패스트푸드점,경기도,안양시 동안구,225,221,234
패스트푸드점,경기도,부천시,594,599,609
패스트푸드점,경기도,광명시,171,177,186
패스트푸드점,경기도,평택시,548,554,548
패스트푸드점,경기도,동두천시,93,93,98
패스트푸드점,경기도,안산시 상록구,220,221,227
패스트푸드점,경기도,안산시 단원구,242,239,265
패스트푸드점,경기도,고양시 덕양구,374,371,374
패스트푸드점,경기도,고양시 일산동구,271,266,270
패스트푸드점,경기도,고양시 일산서구,211,212,216
패스트푸드점,경기도,과천시,37,36,31
패스트푸드점,경기도,구리시,182,177,164
패스트푸드점,경기도,남양주시,616,615,599
패스트푸드점,경기도,오산시,225,223,212
패스트푸드점,경기도,시흥시,379,379,394
패스트푸드점,경기도,군포시,190,187,179
패스트푸드점,경기도,의왕시,98,99,101
패스트푸드점,경기도,하남시,307,309,302
패스트푸드점,경기도,용인시 처인구,246,249,235
패스트푸드점,경기도,용인시 기흥구,280,276,274
패스트푸드점,경기도,용인시 수지구,239,234,232
패스트푸드점,경기도,파주시,479,478,430
패스트푸드점,경기도,이천시,178,179,172
패스트푸드점,경기도,안성시,167,167,171
패스트푸드점,경기도,김포시,480,482,487
패스트푸드점,경기도,화성시,895,897,877
패스트푸드점,경기도,광주시,343,345,337
패스트푸드점,경기도,양주시,231,231,219
패스트푸드점,경기도,포천시,166,164,164
패스트푸드점,경기도,여주시,145,145,143
패스트푸드점,경기도,연천군,48,49,55
패스트푸드점,경기도,가평군,93,92,85
패스트푸드점,경기도,양평군,95,96,87
패스트푸드점,충청북도,청주시 상당구,197,199,196
패스트푸드점,충청북도,청주시 서원구,184,180,181
패스트푸드점,충청북도,청주시 흥덕구,323,320,312
패스트푸드점,충청북도,청주시 청원구,245,244,249
패스트푸드점,충청북도,충주시,269,271,261
패스트푸드점,충청북도,제천시,189,187,192
패스트푸드점,충청북도,보은군,28,28,27
패스트푸드점,충청북도,옥천군,56,56,55
패스트푸드점,충청북도,영동군,51,51,50
패스트푸드점,충청북도,증평군,56,57,56
패스트푸드점,충청북도,진천군,115,116,124
패스트푸드점,충청북도,괴산군,39,38,33
패스트푸드점,충청북도,음성군,149,153,160
패스트푸드점,충청북도,단양군,27,26,23
패스트푸드점,충청남도,천안시 동남구,309,306,303
패스트푸드점,충청남도,천안시 서북구,515,516,498
패스트푸드점,충청남도,공주시,107,105,102
패스트푸드점,충청남도,보령시,106,105,101
패스트푸드점,충청남도,아산시,495,491,480
패스트푸드점,충청남도,서산시,198,198,187
패스트푸드점,충청남도,논산시,107,105,94
패스트푸드점,충청남도,계룡시,47,46,48
패스트푸드점,충청남도,당진시,163,163,162
패스트푸드점,충청남도,금산군,56,56,59
패스트푸드점,충청남도,부여군,42,42,43
패스트푸드점,충청남도,서천군,43,43,42
패스트푸드점,충청남도,청양군,28,29,28
패스트푸드점,충청남도,홍성군,135,136,131
패스트푸드점,충청남도,예산군,91,91,89
패스트푸드점,충청남도,태안군,74,73,76
패스트푸드점,전라북도,전주시 완산구,388,386,403
패스트푸드점,전라북도,전주시 덕진구,432,436,450
패스트푸드점,전라북도,군산시,267,263,260
패스트푸드점,전라북도,익산시,256,258,247
패스트푸드점,전라북도,정읍시,106,108,108
패스트푸드점,전라북도,남원시,70,70,70
패스트푸드점,전라북도,김제시,123,121,108
패스트푸드점,전라북도,완주군,97,98,101
패스트푸드점,전라북도,진안군,18,18,18
패스트푸드점,전라북도,무주군,37,37,37
패스트푸드점,전라북도,장수군,19,19,21
패스트푸드점,전라북도,임실군,19,20,22
패스트푸드점,전라북도,순창군,23,24,19
패스트푸드점,전라북도,고창군,55,55,48
패스트푸드점,전라북도,부안군,59,58,55
패스트푸드점,전라남도,목포시,267,270,278
패스트푸드점,전라남도,여수시,238,240,264
패스트푸드점,전라남도,순천시,291,291,281
패스트푸드점,전라남도,나주시,134,135,134
패스트푸드점,전라남도,광양시,184,179,186
패스트푸드점,전라남도,담양군,38,38,33
패스트푸드점,전라남도,곡성군,22,20,19
패스트푸드점,전라남도,구례군,22,22,23
패스트푸드점,전라남도,고흥군,48,48,47
패스트푸드점,전라남도,보성군,35,35,37
패스트푸드점,전라남도,화순군,50,49,47
패스트푸드점,전라남도,장흥군,29,29,28
패스트푸드점,전라남도,강진군,25,24,20
패스트푸드점,전라남도,해남군,63,64,68
패스트푸드점,전라남도,영암군,67,67,67
패스트푸드점,전라남도,무안군,113,111,111
패스트푸드점,전라남도,함평군,16,15,16
패스트푸드점,전라남도,영광군,47,47,48
패스트푸드점,전라남도,장성군,33,32,35
패스트푸드점,전라남도,완도군,28,28,25
패스트푸드점,전라남도,진도군,29,29,30
패스트푸드점,전라남도,신안군,13,13,17
패스트푸드점,경상북도,포항시 남구,267,273,277
패스트푸드점,경상북도,포항시 북구,286,279,273
패스트푸드점,경상북도,경주시,342,339,330
패스트푸드점,경상북도,김천시,114,116,124
패스트푸드점,경상북도,안동시,172,168,166
패스트푸드점,경상북도,구미시,428,427,436
패스트푸드점,경상북도,영주시,108,108,107
패스트푸드점,경상북도,영천시,63,64,60
패스트푸드점,경상북도,상주시,54,54,55
패스트푸드점,경상북도,문경시,48,48,46
패스트푸드점,경상북도,경산시,261,264,266
패스트푸드점,경상북도,의성군,44,45,45
패스트푸드점,경상북도,청송군,24,24,21
패스트푸드점,경상북도,영양군,10,11,11
패스트푸드점,경상북도,영덕군,31,32,38
패스트푸드점,경상북도,청도군,25,24,26
패스트푸드점,경상북도,고령군,21,20,19
패스트푸드점,경상북도,성주군,41,41,37
패스트푸드점,경상북도,칠곡군,114,118,128
패스트푸드점,경상북도,예천군,80,79,80
패스트푸드점,경상북도,봉화군,24,24,28
패스트푸드점,경상북도,울진군,60,61,59
패스트푸드점,경상북도,울릉군,11,12,10
패스트푸드점,경상남도,창원시 의창구,185,185,188
패스트푸드점,경상남도,창원시 성산구,258,261,267
패스트푸드점,경상남도,창원시 마산합포구,178,179,180
패스트푸드점,경상남도,창원시 마산회원구,196,200,205
패스트푸드점,경상남도,창원시 진해구,230,234,247
패스트푸드점,경상남도,진주시,410,409,413
패스트푸드점,경상남도,통영시,176,177,188
패스트푸드점,경상남도,사천시,126,127,126
패스트푸드점,경상남도,김해시,642,640,651
패스트푸드점,경상남도,밀양시,114,111,106
패스트푸드점,경상남도,거제시,271,272,302
패스트푸드점,경상남도,양산시,412,414,410
패스트푸드점,경상남도,의령군,15,15,14
패스트푸드점,경상남도,함안군,65,65,62
패스트푸드점,경상남도,창녕군,67,68,70
패스트푸드점,경상남도,고성군,34,34,34
패스트푸드점,경상남도,남해군,65,65,57
패스트푸드점,경상남도,하동군,47,44,43
패스트푸드점,경상남도,산청군,27,27,27
패스트푸드점,경상남도,함양군,53,52,50
패스트푸드점,경상남도,거창군,82,83,91
패스트푸드점,경상남도,합천군,44,43,44
패스트푸드점,제주특별자치도,제주시,562,564,552
패스트푸드점,제주특별자치도,서귀포시,272,274,263
패스트푸드점,강원특별자치도,춘천시,395,394,406
패스트푸드점,강원특별자치도,원주시,441,439,436
패스트푸드점,강원특별자치도,강릉시,296,300,304
패스트푸드점,강원특별자치도,동해시,124,126,127
패스트푸드점,강원특별자치도,태백시,56,56,59
패스트푸드점,강원특별자치도,속초시,118,118,113
패스트푸드점,강원특별자치도,삼척시,100,101,101
패스트푸드점,강원특별자치도,홍천군,77,77,77
패스트푸드점,강원특별자치도,횡성군,44,43,44
패스트푸드점,강원특별자치도,영월군,35,36,34
패스트푸드점,강원특별자치도,평창군,82,81,84
패스트푸드점,강원특별자치도,정선군,57,57,54
패스트푸드점,강원특별자치도,철원군,62,60,57
패스트푸드점,강원특별자치도,화천군,58,58,61
패스트푸드점,강원특별자치도,양구군,45,46,45
패스트푸드점,강원특별자치도,인제군,56,53,58
패스트푸드점,강원특별자치도,고성군,37,38,39
패스트푸드점,강원특별자치도,양양군,45,45,37
펜션ㆍ게스트하우스,서울특별시,종로구,142,141,120
펜션ㆍ게스트하우스,서울특별시,중구,190,188,93
펜션ㆍ게스트하우스,서울특별시,용산구,117,117,94
펜션ㆍ게스트하우스,서울특별시,성동구,11,10,9
펜션ㆍ게스트하우스,서울특별시,광진구,12,12,10
펜션ㆍ게스트하우스,서울특별시,동대문구,14,13,11
펜션ㆍ게스트하우스,서울특별시,중랑구,0,0,0
펜션ㆍ게스트하우스,서울특별시,성북구,15,12,10
펜션ㆍ게스트하우스,서울특별시,강북구,0,0,0
펜션ㆍ게스트하우스,서울특별시,도봉구,0,0,0
펜션ㆍ게스트하우스,서울특별시,은평구,28,26,21
펜션ㆍ게스트하우스,서울특별시,서대문구,29,30,25
펜션ㆍ게스트하우스,서울특별시,마포구,330,323,275
펜션ㆍ게스트하우스,서울특별시,양천구,0,0,0
펜션ㆍ게스트하우스,서울특별시,강서구,14,14,9
펜션ㆍ게스트하우스,서울특별시,구로구,8,7,7
펜션ㆍ게스트하우스,서울특별시,금천구,3,3,3
펜션ㆍ게스트하우스,서울특별시,영등포구,32,32,10
펜션ㆍ게스트하우스,서울특별시,동작구,8,8,7
펜션ㆍ게스트하우스,서울특별시,관악구,15,15,11
펜션ㆍ게스트하우스,서울특별시,서초구,276,114,11
펜션ㆍ게스트하우스,서울특별시,강남구,25,26,29
펜션ㆍ게스트하우스,서울특별시,송파구,23,23,17
펜션ㆍ게스트하우스,서울특별시,강동구,3,3,0
펜션ㆍ게스트하우스,부산광역시,중구,17,16,11
펜션ㆍ게스트하우스,부산광역시,서구,7,6,4
펜션ㆍ게스트하우스,부산광역시,동구,15,14,15
펜션ㆍ게스트하우스,부산광역시,영도구,13,13,15
펜션ㆍ게스트하우스,부산광역시,부산진구,11,11,9
펜션ㆍ게스트하우스,부산광역시,동래구,5,4,3
펜션ㆍ게스트하우스,부산광역시,남구,0,0,0
펜션ㆍ게스트하우스,부산광역시,북구,0,0,0
펜션ㆍ게스트하우스,부산광역시,해운대구,240,241,60
펜션ㆍ게스트하우스,부산광역시,사하구,0,0,0
펜션ㆍ게스트하우스,부산광역시,금정구,0,0,0
펜션ㆍ게스트하우스,부산광역시,강서구,22,21,16
펜션ㆍ게스트하우스,부산광역시,연제구,0,0,0
펜션ㆍ게스트하우스,부산광역시,수영구,61,56,38
펜션ㆍ게스트하우스,부산광역시,기장군,96,96,74
펜션ㆍ게스트하우스,대구광역시,중구,21,21,24
펜션ㆍ게스트하우스,대구광역시,동구,13,13,11
펜션ㆍ게스트하우스,대구광역시,서구,0,0,0
펜션ㆍ게스트하우스,대구광역시,남구,6,6,4
펜션ㆍ게스트하우스,대구광역시,북구,4,4,3
펜션ㆍ게스트하우스,대구광역시,수성구,6,6,5
펜션ㆍ게스트하우스,대구광역시,달서구,4,4,3
펜션ㆍ게스트하우스,대구광역시,달성군,9,9,7
펜션ㆍ게스트하우스,대구광역시,군위군,24,24,19
펜션ㆍ게스트하우스,인천광역시,중구,102,101,96
펜션ㆍ게스트하우스,인천광역시,동구,0,0,0
펜션ㆍ게스트하우스,인천광역시,미추홀구,5,5,4
펜션ㆍ게스트하우스,인천광역시,연수구,11,9,8
펜션ㆍ게스트하우스,인천광역시,남동구,0,0,0
펜션ㆍ게스트하우스,인천광역시,부평구,6,6,6
펜션ㆍ게스트하우스,인천광역시,계양구,0,0,0
펜션ㆍ게스트하우스,인천광역시,서구,9,8,10
펜션ㆍ게스트하우스,인천광역시,강화군,506,503,449
펜션ㆍ게스트하우스,인천광역시,옹진군,373,374,341
펜션ㆍ게스트하우스,광주광역시,동구,8,8,8
펜션ㆍ게스트하우스,광주광역시,서구,8,8,4
펜션ㆍ게스트하우스,광주광역시,남구,4,4,4
펜션ㆍ게스트하우스,광주광역시,북구,10,10,11
펜션ㆍ게스트하우스,광주광역시,광산구,9,9,9
펜션ㆍ게스트하우스,대전광역시,동구,7,7,4
펜션ㆍ게스트하우스,대전광역시,중구,4,4,5
펜션ㆍ게스트하우스,대전광역시,서구,30,29,26
펜션ㆍ게스트하우스,대전광역시,유성구,0,0,0
펜션ㆍ게스트하우스,울산광역시,중구,5,5,4
펜션ㆍ게스트하우스,울산광역시,남구,5,5,5
펜션ㆍ게스트하우스,울산광역시,동구,10,11,11
펜션ㆍ게스트하우스,울산광역시,북구,60,60,53
펜션ㆍ게스트하우스,울산광역시,울주군,139,136,116
펜션ㆍ게스트하우스,세종특별자치시,세종시,14,14,13
펜션ㆍ게스트하우스,경기도,수원시 장안구,3,3,0
펜션ㆍ게스트하우스,경기도,수원시 권선구,0,0,0
펜션ㆍ게스트하우스,경기도,수원시 팔달구,26,20,16
펜션ㆍ게스트하우스,경기도,수원시 영통구,0,0,0
펜션ㆍ게스트하우스,경기도,성남시 수정구,0,0,0
펜션ㆍ게스트하우스,경기도,성남시 중원구,0,0,0
펜션ㆍ게스트하우스,경기도,성남시 분당구,0,0,0
펜션ㆍ게스트하우스,경기도,의정부시,3,3,0
펜션ㆍ게스트하우스,경기도,안양시 만안구,4,4,3
펜션ㆍ게스트하우스,경기도,안양시 동안구,3,3,4
펜션ㆍ게스트하우스,경기도,부천시,6,6,5
펜션ㆍ게스트하우스,경기도,평택시,27,25,25
펜션ㆍ게스트하우스,경기도,동두천시,10,10,7
펜션ㆍ게스트하우스,경기도,안산시 상록구,6,6,4
펜션ㆍ게스트하우스,경기도,안산시 단원구,867,868,817
펜션ㆍ게스트하우스,경기도,고양시 덕양구,9,9,9
펜션ㆍ게스트하우스,경기도,고양시 일산동구,6,6,5
펜션ㆍ게스트하우스,경기도,고양시 일산서구,4,4,0
펜션ㆍ게스트하우스,경기도,과천시,0,0,0
펜션ㆍ게스트하우스,경기도,구리시,3,3,3
펜션ㆍ게스트하우스,경기도,남양주시,87,86,79
펜션ㆍ게스트하우스,경기도,오산시,3,3,3
펜션ㆍ게스트하우스,경기도,시흥시,168,153,4
펜션ㆍ게스트하우스,경기도,군포시,0,0,0
펜션ㆍ게스트하우스,경기도,하남시,0,0,0
펜션ㆍ게스트하우스,경기도,용인시 처인구,104,104,99
펜션ㆍ게스트하우스,경기도,용인시 기흥구,4,4,5
펜션ㆍ게스트하우스,경기도,용인시 수지구,15,15,14
펜션ㆍ게스트하우스,경기도,파주시,108,104,88
펜션ㆍ게스트하우스,경기도,이천시,20,20,13
펜션ㆍ게스트하우스,경기도,안성시,25,24,17
펜션ㆍ게스트하우스,경기도,김포시,9,9,7
펜션ㆍ게스트하우스,경기도,화성시,110,109,104
펜션ㆍ게스트하우스,경기도,광주시,50,48,37
펜션ㆍ게스트하우스,경기도,양주시,47,47,44
펜션ㆍ게스트하우스,경기도,포천시,166,162,147
펜션ㆍ게스트하우스,경기도,여주시,52,52,44
펜션ㆍ게스트하우스,경기도,연천군,54,51,51
펜션ㆍ게스트하우스,경기도,가평군,1118,1117,1065
펜션ㆍ게스트하우스,경기도,양평군,423,420,375
펜션ㆍ게스트하우스,충청북도,청주시 상당구,56,54,44
펜션ㆍ게스트하우스,충청북도,청주시 흥덕구,6,5,3
펜션ㆍ게스트하우스,충청북도,청주시 청원구,14,13,8
펜션ㆍ게스트하우스,충청북도,충주시,79,77,68
펜션ㆍ게스트하우스,충청북도,제천시,150,147,133
펜션ㆍ게스트하우스,충청북도,보은군,53,52,55
펜션ㆍ게스트하우스,충청북도,옥천군,45,45,29
펜션ㆍ게스트하우스,충청북도,영동군,44,43,42
펜션ㆍ게스트하우스,충청북도,증평군,0,0,0
펜션ㆍ게스트하우스,충청북도,진천군,22,22,21
펜션ㆍ게스트하우스,충청북도,괴산군,127,123,114
펜션ㆍ게스트하우스,충청북도,음성군,10,10,6
펜션ㆍ게스트하우스,충청북도,단양군,206,205,181
펜션ㆍ게스트하우스,충청남도,천안시 동남구,73,73,59
펜션ㆍ게스트하우스,충청남도,천안시 서북구,15,15,12
펜션ㆍ게스트하우스,충청남도,공주시,113,111,97
펜션ㆍ게스트하우스,충청남도,보령시,271,268,245
펜션ㆍ게스트하우스,충청남도,아산시,36,37,32
펜션ㆍ게스트하우스,충청남도,서산시,73,74,61
펜션ㆍ게스트하우스,충청남도,논산시,84,83,85
펜션ㆍ게스트하우스,충청남도,계룡시,0,0,0
펜션ㆍ게스트하우스,충청남도,당진시,41,41,37
펜션ㆍ게스트하우스,충청남도,금산군,43,43,37
펜션ㆍ게스트하우스,충청남도,부여군,46,45,39
펜션ㆍ게스트하우스,충청남도,서천군,77,75,77
펜션ㆍ게스트하우스,충청남도,청양군,16,16,12
펜션ㆍ게스트하우스,충청남도,홍성군,37,37,34
펜션ㆍ게스트하우스,충청남도,예산군,35,35,32
펜션ㆍ게스트하우스,충청남도,태안군,933,933,885
펜션ㆍ게스트하우스,전라북도,전주시 완산구,192,189,151
펜션ㆍ게스트하우스,전라북도,전주시 덕진구,14,14,8
펜션ㆍ게스트하우스,전라북도,군산시,93,91,69
펜션ㆍ게스트하우스,전라북도,익산시,34,33,27
펜션ㆍ게스트하우스,전라북도,정읍시,29,27,22
펜션ㆍ게스트하우스,전라북도,남원시,69,68,62
펜션ㆍ게스트하우스,전라북도,김제시,17,17,12
펜션ㆍ게스트하우스,전라북도,완주군,73,72,66
펜션ㆍ게스트하우스,전라북도,진안군,57,56,58
펜션ㆍ게스트하우스,전라북도,무주군,105,105,95
펜션ㆍ게스트하우스,전라북도,장수군,23,23,19
펜션ㆍ게스트하우스,전라북도,임실군,12,12,13
펜션ㆍ게스트하우스,전라북도,순창군,23,23,20
펜션ㆍ게스트하우스,전라북도,고창군,61,60,52
펜션ㆍ게스트하우스,전라북도,부안군,137,138,131
펜션ㆍ게스트하우스,전라남도,목포시,55,55,48
펜션ㆍ게스트하우스,전라남도,여수시,580,572,471
펜션ㆍ게스트하우스,전라남도,순천시,140,140,131
펜션ㆍ게스트하우스,전라남도,나주시,40,40,30
펜션ㆍ게스트하우스,전라남도,광양시,56,55,53
펜션ㆍ게스트하우스,전라남도,담양군,123,123,100
펜션ㆍ게스트하우스,전라남도,곡성군,35,35,34
펜션ㆍ게스트하우스,전라남도,구례군,103,103,79
펜션ㆍ게스트하우스,전라남도,고흥군,91,90,78
펜션ㆍ게스트하우스,전라남도,보성군,48,48,39
펜션ㆍ게스트하우스,전라남도,화순군,39,38,27
펜션ㆍ게스트하우스,전라남도,장흥군,29,28,24
펜션ㆍ게스트하우스,전라남도,강진군,90,88,82
펜션ㆍ게스트하우스,전라남도,해남군,62,62,54
펜션ㆍ게스트하우스,전라남도,영암군,16,15,11
펜션ㆍ게스트하우스,전라남도,무안군,50,50,49
펜션ㆍ게스트하우스,전라남도,함평군,35,35,33
펜션ㆍ게스트하우스,전라남도,영광군,53,53,53
펜션ㆍ게스트하우스,전라남도,장성군,56,54,50
펜션ㆍ게스트하우스,전라남도,완도군,131,133,122
펜션ㆍ게스트하우스,전라남도,진도군,54,53,52
펜션ㆍ게스트하우스,전라남도,신안군,160,161,146
펜션ㆍ게스트하우스,경상북도,포항시 남구,201,196,161
펜션ㆍ게스트하우스,경상북도,포항시 북구,218,215,184
펜션ㆍ게스트하우스,경상북도,경주시,1177,1157,935
펜션ㆍ게스트하우스,경상북도,김천시,25,25,22
펜션ㆍ게스트하우스,경상북도,안동시,112,111,82
펜션ㆍ게스트하우스,경상북도,구미시,10,10,8
펜션ㆍ게스트하우스,경상북도,영주시,61,61,52
펜션ㆍ게스트하우스,경상북도,영천시,22,20,17
펜션ㆍ게스트하우스,경상북도,상주시,42,42,37
펜션ㆍ게스트하우스,경상북도,문경시,101,101,82
펜션ㆍ게스트하우스,경상북도,경산시,10,9,6
펜션ㆍ게스트하우스,경상북도,의성군,8,8,7
펜션ㆍ게스트하우스,경상북도,청송군,24,24,20
펜션ㆍ게스트하우스,경상북도,영양군,7,7,5
펜션ㆍ게스트하우스,경상북도,영덕군,202,199,172
펜션ㆍ게스트하우스,경상북도,청도군,183,181,137
펜션ㆍ게스트하우스,경상북도,고령군,4,4,3
펜션ㆍ게스트하우스,경상북도,성주군,51,51,46
펜션ㆍ게스트하우스,경상북도,칠곡군,24,22,13
펜션ㆍ게스트하우스,경상북도,예천군,22,23,12
펜션ㆍ게스트하우스,경상북도,봉화군,60,61,57
펜션ㆍ게스트하우스,경상북도,울진군,113,113,104
펜션ㆍ게스트하우스,경상북도,울릉군,121,121,110
펜션ㆍ게스트하우스,경상남도,창원시 의창구,6,6,4
펜션ㆍ게스트하우스,경상남도,창원시 성산구,4,4,4
펜션ㆍ게스트하우스,경상남도,창원시 마산합포구,36,37,33
펜션ㆍ게스트하우스,경상남도,창원시 마산회원구,0,0,0
펜션ㆍ게스트하우스,경상남도,창원시 진해구,4,4,3
펜션ㆍ게스트하우스,경상남도,진주시,17,17,15
펜션ㆍ게스트하우스,경상남도,통영시,409,407,385
펜션ㆍ게스트하우스,경상남도,사천시,71,70,58
펜션ㆍ게스트하우스,경상남도,김해시,25,25,17
펜션ㆍ게스트하우스,경상남도,밀양시,156,152,111
펜션ㆍ게스트하우스,경상남도,거제시,620,613,526
펜션ㆍ게스트하우스,경상남도,양산시,73,74,55
펜션ㆍ게스트하우스,경상남도,의령군,6,6,5
펜션ㆍ게스트하우스,경상남도,함안군,11,11,9
펜션ㆍ게스트하우스,경상남도,창녕군,29,28,18
펜션ㆍ게스트하우스,경상남도,고성군,42,42,33
펜션ㆍ게스트하우스,경상남도,남해군,514,501,442
펜션ㆍ게스트하우스,경상남도,하동군,200,201,192
펜션ㆍ게스트하우스,경상남도,산청군,139,138,133
펜션ㆍ게스트하우스,경상남도,함양군,62,62,63
펜션ㆍ게스트하우스,경상남도,거창군,66,66,56
펜션ㆍ게스트하우스,경상남도,합천군,45,44,43
펜션ㆍ게스트하우스,제주특별자치도,제주시,3465,3426,3037
펜션ㆍ게스트하우스,제주특별자치도,서귀포시,1247,1233,1058
펜션ㆍ게스트하우스,강원특별자치도,춘천시,341,337,254
펜션ㆍ게스트하우스,강원특별자치도,원주시,148,146,115
펜션ㆍ게스트하우스,강원특별자치도,강릉시,749,726,635
펜션ㆍ게스트하우스,강원특별자치도,동해시,106,104,75
펜션ㆍ게스트하우스,강원특별자치도,태백시,7,7,4
펜션ㆍ게스트하우스,강원특별자치도,속초시,156,155,136
펜션ㆍ게스트하우스,강원특별자치도,삼척시,262,262,232
펜션ㆍ게스트하우스,강원특별자치도,홍천군,357,357,326
펜션ㆍ게스트하우스,강원특별자치도,횡성군,146,141,129
펜션ㆍ게스트하우스,강원특별자치도,영월군,230,229,176
펜션ㆍ게스트하우스,강원특별자치도,평창군,374,376,369
펜션ㆍ게스트하우스,강원특별자치도,정선군,151,151,141
펜션ㆍ게스트하우스,강원특별자치도,철원군,70,69,70
펜션ㆍ게스트하우스,강원특별자치도,화천군,134,131,122
펜션ㆍ게스트하우스,강원특별자치도,양구군,90,90,84
펜션ㆍ게스트하우스,강원특별자치도,인제군,302,302,296
펜션ㆍ게스트하우스,강원특별자치도,고성군,399,396,366
펜션ㆍ게스트하우스,강원특별자치도,양양군,441,439,387
한식음식점,서울특별시,종로구,2530,2532,2547
한식음식점,서울특별시,중구,2431,2424,2426
한식음식점,서울특별시,용산구,1617,1621,1584
한식음식점,서울특별시,성동구,1734,1734,1727
한식음식점,서울특별시,광진구,1976,1977,2002
한식음식점,서울특별시,동대문구,2143,2135,2146
한식음식점,서울특별시,중랑구,1926,1923,1922
한식음식점,서울특별시,성북구,1774,1780,1795
한식음식점,서울특별시,강북구,1721,1714,1733
한식음식점,서울특별시,도봉구,1243,1238,1292
한식음식점,서울특별시,노원구,1793,1790,1797
한식음식점,서울특별시,은평구,1862,1865,1879
한식음식점,서울특별시,서대문구,1685,1678,1668
한식음식점,서울특별시,마포구,2945,2942,2970
한식음식점,서울특별시,양천구,1476,1471,1475
한식음식점,서울특별시,강서구,2875,2863,2829
한식음식점,서울특별시,구로구,2020,2015,2016
한식음식점,서울특별시,금천구,1647,1646,1674
한식음식점,서울특별시,영등포구,3007,2994,2996
한식음식점,서울특별시,동작구,1469,1467,1497
한식음식점,서울특별시,관악구,2275,2281,2301
한식음식점,서울특별시,서초구,2507,2519,2559
한식음식점,서울특별시,강남구,4498,4480,4517
한식음식점,서울특별시,송파구,3195,3196,3263
한식음식점,서울특별시,강동구,1986,1974,1959
한식음식점,부산광역시,중구,1055,1059,1057
한식음식점,부산광역시,서구,736,737,743
한식음식점,부산광역시,동구,854,851,854
한식음식점,부산광역시,영도구,749,745,758
한식음식점,부산광역시,부산진구,3100,3101,3064
한식음식점,부산광역시,동래구,2037,2046,2101
한식음식점,부산광역시,남구,1613,1616,1687
한식음식점,부산광역시,북구,1575,1586,1582
한식음식점,부산광역시,해운대구,2445,2444,2525
한식음식점,부산광역시,사하구,1986,1986,1971
한식음식점,부산광역시,금정구,1725,1731,1773
한식음식점,부산광역시,강서구,1390,1384,1378
한식음식점,부산광역시,연제구,1542,1535,1575
한식음식점,부산광역시,수영구,1576,1575,1559
한식음식점,부산광역시,사상구,1697,1703,1771
한식음식점,부산광역시,기장군,1565,1561,1527
한식음식점,대구광역시,중구,1606,1604,1620
한식음식점,대구광역시,동구,2831,2843,2887
한식음식점,대구광역시,서구,1739,1732,1790
한식음식점,대구광역시,남구,1407,1414,1428
한식음식점,대구광역시,북구,3398,3399,3438
한식음식점,대구광역시,수성구,2819,2811,2788
한식음식점,대구광역시,달서구,4211,4214,4259
한식음식점,대구광역시,달성군,1872,1880,1848
한식음식점,대구광역시,군위군,276,279,281
한식음식점,인천광역시,중구,2020,1999,1881
한식음식점,인천광역시,동구,403,403,428
한식음식점,인천광역시,미추홀구,2772,2778,2882
한식음식점,인천광역시,연수구,2245,2232,2242
한식음식점,인천광역시,남동구,3330,3332,3388
한식음식점,인천광역시,부평구,2742,2742,2652
한식음식점,인천광역시,계양구,1599,1593,1644
한식음식점,인천광역시,서구,3430,3415,3236
한식음식점,인천광역시,강화군,999,1002,976
한식음식점,인천광역시,옹진군,412,411,412
한식음식점,광주광역시,동구,1333,1324,1316
한식음식점,광주광역시,서구,2305,2310,2319
한식음식점,광주광역시,남구,1228,1221,1241
한식음식점,광주광역시,북구,2888,2875,2888
한식음식점,광주광역시,광산구,3021,3015,2970
한식음식점,대전광역시,동구,1788,1786,1810
한식음식점,대전광역시,중구,2038,2040,2084
한식음식점,대전광역시,서구,3608,3610,3616
한식음식점,대전광역시,유성구,3060,3075,3016
한식음식점,대전광역시,대덕구,1611,1615,1618
한식음식점,울산광역시,중구,1876,1882,1934
한식음식점,울산광역시,남구,3425,3423,3552
한식음식점,울산광역시,동구,1463,1472,1511
한식음식점,울산광역시,북구,1878,1882,1879
한식음식점,울산광역시,울주군,2432,2433,2402
한식음식점,세종특별자치시,세종시,2407,2398,2372
한식음식점,경기도,수원시 장안구,1455,1450,1461
한식음식점,경기도,수원시 권선구,2071,2056,2033
