업종,시도,시군구,당월,전월,전년동월
시계ㆍ귀금속점,충청북도,청주시 청원구,19,19,18
시계ㆍ귀금속점,충청북도,충주시,34,34,35
시계ㆍ귀금속점,충청북도,제천시,25,25,23
시계ㆍ귀금속점,충청북도,보은군,4,4,4
시계ㆍ귀금속점,충청북도,옥천군,8,8,8
시계ㆍ귀금속점,충청북도,영동군,8,8,9
시계ㆍ귀금속점,충청북도,증평군,4,4,4
시계ㆍ귀금속점,충청북도,진천군,11,11,12
시계ㆍ귀금속점,충청북도,괴산군,0,0,0
시계ㆍ귀금속점,충청북도,음성군,18,17,18
시계ㆍ귀금속점,충청북도,단양군,4,4,6
시계ㆍ귀금속점,충청남도,천안시 동남구,47,47,48
시계ㆍ귀금속점,충청남도,천안시 서북구,50,50,54
시계ㆍ귀금속점,충청남도,공주시,14,14,13
시계ㆍ귀금속점,충청남도,보령시,16,15,15
시계ㆍ귀금속점,충청남도,아산시,26,26,26
시계ㆍ귀금속점,충청남도,서산시,26,26,26
시계ㆍ귀금속점,충청남도,논산시,27,27,26
시계ㆍ귀금속점,충청남도,계룡시,6,6,6
시계ㆍ귀금속점,충청남도,당진시,15,15,17
시계ㆍ귀금속점,충청남도,금산군,4,4,4
시계ㆍ귀금속점,충청남도,부여군,18,18,20
시계ㆍ귀금속점,충청남도,서천군,16,16,14
시계ㆍ귀금속점,충청남도,청양군,5,5,5
시계ㆍ귀금속점,충청남도,홍성군,21,21,22
시계ㆍ귀금속점,충청남도,예산군,14,14,14
시계ㆍ귀금속점,충청남도,태안군,10,10,10
시계ㆍ귀금속점,전라북도,전주시 완산구,86,87,93
시계ㆍ귀금속점,전라북도,전주시 덕진구,44,44,44
시계ㆍ귀금속점,전라북도,군산시,52,52,55
시계ㆍ귀금속점,전라북도,익산시,90,91,87
시계ㆍ귀금속점,전라북도,정읍시,13,13,12
시계ㆍ귀금속점,전라북도,남원시,14,14,15
시계ㆍ귀금속점,전라북도,김제시,9,9,11
시계ㆍ귀금속점,전라북도,완주군,8,8,8
시계ㆍ귀금속점,전라북도,진안군,0,0,0
시계ㆍ귀금속점,전라북도,무주군,5,5,6
시계ㆍ귀금속점,전라북도,장수군,0,0,0
시계ㆍ귀금속점,전라북도,임실군,4,4,4
시계ㆍ귀금속점,전라북도,순창군,8,8,8
시계ㆍ귀금속점,전라북도,고창군,7,7,6
시계ㆍ귀금속점,전라북도,부안군,9,9,10
시계ㆍ귀금속점,전라남도,목포시,48,48,50
시계ㆍ귀금속점,전라남도,여수시,38,38,41
시계ㆍ귀금속점,전라남도,순천시,58,57,54
시계ㆍ귀금속점,전라남도,나주시,17,17,18
시계ㆍ귀금속점,전라남도,광양시,24,25,23
시계ㆍ귀금속점,전라남도,담양군,7,7,7
시계ㆍ귀금속점,전라남도,곡성군,0,0,0
시계ㆍ귀금속점,전라남도,구례군,0,0,0
시계ㆍ귀금속점,전라남도,고흥군,8,8,8
시계ㆍ귀금속점,전라남도,보성군,9,9,9
시계ㆍ귀금속점,전라남도,화순군,6,6,7
시계ㆍ귀금속점,전라남도,장흥군,5,5,5
시계ㆍ귀금속점,전라남도,강진군,8,9,9
시계ㆍ귀금속점,전라남도,해남군,12,12,14
시계ㆍ귀금속점,전라남도,영암군,8,8,8
시계ㆍ귀금속점,전라남도,무안군,11,11,12
시계ㆍ귀금속점,전라남도,함평군,3,3,3
시계ㆍ귀금속점,전라남도,영광군,7,7,7
시계ㆍ귀금속점,전라남도,장성군,6,6,6
시계ㆍ귀금속점,전라남도,완도군,4,4,5
시계ㆍ귀금속점,전라남도,진도군,5,5,5
시계ㆍ귀금속점,경상북도,포항시 남구,44,44,42
시계ㆍ귀금속점,경상북도,포항시 북구,76,77,76
시계ㆍ귀금속점,경상북도,경주시,49,50,49
시계ㆍ귀금속점,경상북도,김천시,24,24,24
시계ㆍ귀금속점,경상북도,안동시,30,30,30
시계ㆍ귀금속점,경상북도,구미시,53,53,53
시계ㆍ귀금속점,경상북도,영주시,24,24,24
시계ㆍ귀금속점,경상북도,영천시,11,11,13
시계ㆍ귀금속점,경상북도,상주시,14,14,14
시계ㆍ귀금속점,경상북도,문경시,17,17,18
시계ㆍ귀금속점,경상북도,경산시,25,24,25
시계ㆍ귀금속점,경상북도,의성군,8,8,9
시계ㆍ귀금속점,경상북도,청송군,3,3,3
시계ㆍ귀금속점,경상북도,영양군,0,0,0
시계ㆍ귀금속점,경상북도,영덕군,8,8,8
시계ㆍ귀금속점,경상북도,청도군,4,4,4
시계ㆍ귀금속점,경상북도,고령군,4,4,4
시계ㆍ귀금속점,경상북도,성주군,4,4,4
시계ㆍ귀금속점,경상북도,칠곡군,8,8,9
시계ㆍ귀금속점,경상북도,예천군,6,6,6
시계ㆍ귀금속점,경상북도,봉화군,7,7,7
시계ㆍ귀금속점,경상북도,울진군,7,7,7
시계ㆍ귀금속점,경상북도,울릉군,0,0,0
시계ㆍ귀금속점,경상남도,창원시 의창구,32,32,32
시계ㆍ귀금속점,경상남도,창원시 성산구,67,68,68
시계ㆍ귀금속점,경상남도,창원시 마산합포구,44,44,44
시계ㆍ귀금속점,경상남도,창원시 마산회원구,36,37,38
시계ㆍ귀금속점,경상남도,창원시 진해구,25,25,24
시계ㆍ귀금속점,경상남도,진주시,86,85,82
시계ㆍ귀금속점,경상남도,통영시,28,27,29
시계ㆍ귀금속점,경상남도,사천시,13,13,14
시계ㆍ귀금속점,경상남도,김해시,87,86,85
시계ㆍ귀금속점,경상남도,밀양시,15,15,15
시계ㆍ귀금속점,경상남도,거제시,21,21,22
시계ㆍ귀금속점,경상남도,양산시,42,42,44
시계ㆍ귀금속점,경상남도,의령군,3,3,3
시계ㆍ귀금속점,경상남도,함안군,9,9,10
시계ㆍ귀금속점,경상남도,창녕군,8,8,8
시계ㆍ귀금속점,경상남도,고성군,10,10,10
시계ㆍ귀금속점,경상남도,남해군,7,7,8
시계ㆍ귀금속점,경상남도,하동군,4,4,4
시계ㆍ귀금속점,경상남도,산청군,0,0,0
시계ㆍ귀금속점,경상남도,함양군,6,6,6
시계ㆍ귀금속점,경상남도,거창군,14,14,14
시계ㆍ귀금속점,경상남도,합천군,6,6,7
시계ㆍ귀금속점,제주특별자치도,제주시,77,77,76
시계ㆍ귀금속점,제주특별자치도,서귀포시,29,29,30
시계ㆍ귀금속점,강원특별자치도,춘천시,38,38,40
시계ㆍ귀금속점,강원특별자치도,원주시,45,45,45
시계ㆍ귀금속점,강원특별자치도,강릉시,26,27,26
시계ㆍ귀금속점,강원특별자치도,동해시,14,14,15
시계ㆍ귀금속점,강원특별자치도,태백시,16,16,16
시계ㆍ귀금속점,강원특별자치도,속초시,15,15,13
시계ㆍ귀금속점,강원특별자치도,삼척시,12,12,13
시계ㆍ귀금속점,강원특별자치도,홍천군,9,9,9
시계ㆍ귀금속점,강원특별자치도,횡성군,5,5,5
시계ㆍ귀금속점,강원특별자치도,영월군,4,4,4
시계ㆍ귀금속점,강원특별자치도,평창군,7,7,7
시계ㆍ귀금속점,강원특별자치도,정선군,9,9,10
시계ㆍ귀금속점,강원특별자치도,철원군,11,11,11
시계ㆍ귀금속점,강원특별자치도,화천군,0,0,0
시계ㆍ귀금속점,강원특별자치도,양구군,3,3,3
시계ㆍ귀금속점,강원특별자치도,인제군,6,6,6
시계ㆍ귀금속점,강원특별자치도,고성군,3,3,3
시계ㆍ귀금속점,강원특별자치도,양양군,0,0,0
식료품가게,서울특별시,종로구,250,254,256
식료품가게,서울특별시,중구,382,384,402
식료품가게,서울특별시,용산구,178,180,191
식료품가게,서울특별시,성동구,133,134,138
식료품가게,서울특별시,광진구,169,172,178
식료품가게,서울특별시,동대문구,274,268,278
식료품가게,서울특별시,중랑구,195,196,203
식료품가게,서울특별시,성북구,202,201,193
식료품가게,서울특별시,강북구,165,162,176
식료품가게,서울특별시,도봉구,166,168,162
식료품가게,서울특별시,노원구,215,211,202
식료품가게,서울특별시,은평구,176,173,189
식료품가게,서울특별시,서대문구,148,148,164
식료품가게,서울특별시,마포구,164,167,171
식료품가게,서울특별시,양천구,188,186,192
식료품가게,서울특별시,강서구,235,233,237
식료품가게,서울특별시,구로구,321,318,321
식료품가게,서울특별시,금천구,161,161,181
식료품가게,서울특별시,영등포구,332,335,332
식료품가게,서울특별시,동작구,169,169,160
식료품가게,서울특별시,관악구,191,193,195
식료품가게,서울특별시,서초구,174,179,185
식료품가게,서울특별시,강남구,277,280,293
식료품가게,서울특별시,송파구,268,269,282
식료품가게,서울특별시,강동구,184,179,192
식료품가게,부산광역시,중구,182,181,183
식료품가게,부산광역시,서구,138,139,144
식료품가게,부산광역시,동구,137,136,142
식료품가게,부산광역시,영도구,121,123,120
식료품가게,부산광역시,부산진구,329,328,338
식료품가게,부산광역시,동래구,198,201,203
식료품가게,부산광역시,남구,203,206,218
식료품가게,부산광역시,북구,168,168,179
식료품가게,부산광역시,해운대구,220,219,230
식료품가게,부산광역시,사하구,257,259,252
식료품가게,부산광역시,금정구,172,175,158
식료품가게,부산광역시,강서구,141,142,144
식료품가게,부산광역시,연제구,124,122,134
식료품가게,부산광역시,수영구,105,104,114
식료품가게,부산광역시,사상구,304,305,309
식료품가게,부산광역시,기장군,167,164,161
식료품가게,대구광역시,중구,178,178,184
식료품가게,대구광역시,동구,198,193,193
식료품가게,대구광역시,서구,129,127,142
식료품가게,대구광역시,남구,105,103,98
식료품가게,대구광역시,북구,289,286,290
식료품가게,대구광역시,수성구,173,175,182
식료품가게,대구광역시,달서구,374,373,368
식료품가게,대구광역시,달성군,184,183,183
식료품가게,대구광역시,군위군,48,48,46
식료품가게,인천광역시,중구,252,250,242
식료품가게,인천광역시,동구,84,83,93
식료품가게,인천광역시,미추홀구,329,329,342
식료품가게,인천광역시,연수구,196,194,187
식료품가게,인천광역시,남동구,325,323,332
식료품가게,인천광역시,부평구,297,294,297
식료품가게,인천광역시,계양구,166,167,164
식료품가게,인천광역시,서구,313,308,298
식료품가게,인천광역시,강화군,156,159,156
식료품가게,인천광역시,옹진군,71,68,65
식료품가게,광주광역시,동구,149,148,158
식료품가게,광주광역시,서구,240,241,234
식료품가게,광주광역시,남구,157,159,168
식료품가게,광주광역시,북구,444,443,464
식료품가게,광주광역시,광산구,383,385,393
식료품가게,대전광역시,동구,281,280,295
식료품가게,대전광역시,중구,245,244,274
식료품가게,대전광역시,서구,293,290,308
식료품가게,대전광역시,유성구,218,217,216
식료품가게,대전광역시,대덕구,187,192,192
식료품가게,울산광역시,중구,157,158,157
식료품가게,울산광역시,남구,214,211,214
식료품가게,울산광역시,동구,90,92,89
식료품가게,울산광역시,북구,127,129,133
식료품가게,울산광역시,울주군,217,217,204
식료품가게,세종특별자치시,세종시,248,245,246
식료품가게,경기도,수원시 장안구,135,135,139
식료품가게,경기도,수원시 권선구,162,163,170
식료품가게,경기도,수원시 팔달구,218,219,214
식료품가게,경기도,수원시 영통구,116,114,112
식료품가게,경기도,성남시 수정구,163,167,172
식료품가게,경기도,성남시 중원구,138,138,160
식료품가게,경기도,성남시 분당구,162,160,162
식료품가게,경기도,의정부시,312,307,314
식료품가게,경기도,안양시 만안구,182,179,173
식료품가게,경기도,안양시 동안구,156,154,153
식료품가게,경기도,부천시,563,562,598
식료품가게,경기도,광명시,155,154,166
식료품가게,경기도,평택시,479,479,461
식료품가게,경기도,동두천시,133,133,135
식료품가게,경기도,안산시 상록구,227,229,225
식료품가게,경기도,안산시 단원구,363,363,346
식료품가게,경기도,고양시 덕양구,255,251,252
식료품가게,경기도,고양시 일산동구,176,174,171
식료품가게,경기도,고양시 일산서구,150,147,145
식료품가게,경기도,과천시,61,54,43
식료품가게,경기도,구리시,123,129,126
식료품가게,경기도,남양주시,554,555,583
식료품가게,경기도,오산시,120,120,120
식료품가게,경기도,시흥시,422,418,382
식료품가게,경기도,군포시,149,150,151
식료품가게,경기도,의왕시,70,69,76
식료품가게,경기도,하남시,256,258,278
식료품가게,경기도,용인시 처인구,240,242,251
식료품가게,경기도,용인시 기흥구,193,190,194
식료품가게,경기도,용인시 수지구,97,97,92
식료품가게,경기도,파주시,308,314,334
식료품가게,경기도,이천시,181,183,185
식료품가게,경기도,안성시,193,189,172
식료품가게,경기도,김포시,367,363,359
식료품가게,경기도,화성시,537,532,520
식료품가게,경기도,광주시,235,235,236
식료품가게,경기도,양주시,265,257,247
식료품가게,경기도,포천시,304,304,306
식료품가게,경기도,여주시,124,126,133
식료품가게,경기도,연천군,122,122,127
식료품가게,경기도,가평군,262,262,265
식료품가게,경기도,양평군,215,214,214
식료품가게,충청북도,청주시 상당구,234,231,236
식료품가게,충청북도,청주시 서원구,121,119,122
식료품가게,충청북도,청주시 흥덕구,172,176,182
식료품가게,충청북도,청주시 청원구,160,155,157
식료품가게,충청북도,충주시,335,335,346
식료품가게,충청북도,제천시,258,259,266
식료품가게,충청북도,보은군,99,98,107
식료품가게,충청북도,옥천군,108,111,112
식료품가게,충청북도,영동군,105,105,103
식료품가게,충청북도,증평군,48,48,54
식료품가게,충청북도,진천군,98,97,93
식료품가게,충청북도,괴산군,111,110,118
식료품가게,충청북도,음성군,119,119,115
식료품가게,충청북도,단양군,143,144,152
식료품가게,충청남도,천안시 동남구,282,285,286
식료품가게,충청남도,천안시 서북구,272,277,265
식료품가게,충청남도,공주시,217,215,217
식료품가게,충청남도,보령시,292,292,308
식료품가게,충청남도,아산시,366,369,390
식료품가게,충청남도,서산시,250,252,242
식료품가게,충청남도,논산시,222,224,219
식료품가게,충청남도,계룡시,23,23,19
식료품가게,충청남도,당진시,258,254,253
식료품가게,충청남도,금산군,99,99,111
식료품가게,충청남도,부여군,118,118,130
식료품가게,충청남도,서천군,141,139,142
식료품가게,충청남도,청양군,61,61,63
식료품가게,충청남도,홍성군,179,179,183
식료품가게,충청남도,예산군,149,150,151
식료품가게,충청남도,태안군,324,325,327
식료품가게,전라북도,전주시 완산구,469,466,495
식료품가게,전라북도,전주시 덕진구,331,331,351
식료품가게,전라북도,군산시,495,493,494
식료품가게,전라북도,익산시,373,375,382
식료품가게,전라북도,정읍시,215,216,226
식료품가게,전라북도,남원시,225,225,247
식료품가게,전라북도,김제시,160,159,165
식료품가게,전라북도,완주군,228,228,233
식료품가게,전라북도,진안군,74,73,79
식료품가게,전라북도,무주군,90,89,99
식료품가게,전라북도,장수군,43,43,39
식료품가게,전라북도,임실군,69,69,64
식료품가게,전라북도,순창군,56,56,56
식료품가게,전라북도,고창군,150,149,155
식료품가게,전라북도,부안군,155,155,160
식료품가게,전라남도,목포시,419,418,425
식료품가게,전라남도,여수시,481,484,507
식료품가게,전라남도,순천시,376,381,381
식료품가게,전라남도,나주시,192,189,189
식료품가게,전라남도,광양시,179,180,192
식료품가게,전라남도,담양군,99,101,107
식료품가게,전라남도,곡성군,51,51,52
식료품가게,전라남도,구례군,94,94,95
식료품가게,전라남도,고흥군,176,174,175
식료품가게,전라남도,보성군,110,111,114
식료품가게,전라남도,화순군,84,86,81
식료품가게,전라남도,장흥군,86,85,88
식료품가게,전라남도,강진군,92,94,96
식료품가게,전라남도,해남군,161,162,161
식료품가게,전라남도,영암군,137,136,135
식료품가게,전라남도,무안군,151,152,147
식료품가게,전라남도,함평군,57,57,61
식료품가게,전라남도,영광군,100,100,109
식료품가게,전라남도,장성군,91,90,95
식료품가게,전라남도,완도군,162,162,166
식료품가게,전라남도,진도군,87,87,85
식료품가게,전라남도,신안군,109,110,113
식료품가게,경상북도,포항시 남구,292,294,305
식료품가게,경상북도,포항시 북구,306,308,312
식료품가게,경상북도,경주시,396,389,392
식료품가게,경상북도,김천시,180,178,183
식료품가게,경상북도,안동시,236,234,236
식료품가게,경상북도,구미시,286,284,285
식료품가게,경상북도,영주시,195,198,195
식료품가게,경상북도,영천시,124,126,122
식료품가게,경상북도,상주시,145,144,147
식료품가게,경상북도,문경시,128,128,124
식료품가게,경상북도,경산시,201,198,192
식료품가게,경상북도,의성군,80,80,86
식료품가게,경상북도,청송군,69,69,68
식료품가게,경상북도,영양군,40,40,40
식료품가게,경상북도,영덕군,83,85,87
식료품가게,경상북도,청도군,98,97,98
식료품가게,경상북도,고령군,47,46,45
식료품가게,경상북도,성주군,82,84,80
식료품가게,경상북도,칠곡군,154,152,148
식료품가게,경상북도,예천군,77,79,85
식료품가게,경상북도,봉화군,65,65,66
식료품가게,경상북도,울진군,119,117,113
식료품가게,경상북도,울릉군,51,51,54
식료품가게,경상남도,창원시 의창구,170,173,178
식료품가게,경상남도,창원시 성산구,152,154,163
식료품가게,경상남도,창원시 마산합포구,210,211,213
식료품가게,경상남도,창원시 마산회원구,152,153,169
식료품가게,경상남도,창원시 진해구,139,140,145
식료품가게,경상남도,진주시,380,381,383
식료품가게,경상남도,통영시,241,240,239
식료품가게,경상남도,사천시,190,189,182
식료품가게,경상남도,김해시,472,469,475
식료품가게,경상남도,밀양시,153,157,162
식료품가게,경상남도,거제시,266,267,290
식료품가게,경상남도,양산시,302,297,276
식료품가게,경상남도,의령군,41,39,40
식료품가게,경상남도,함안군,90,91,92
식료품가게,경상남도,창녕군,95,96,96
식료품가게,경상남도,고성군,91,91,93
식료품가게,경상남도,남해군,120,122,124
식료품가게,경상남도,하동군,125,124,127
식료품가게,경상남도,산청군,81,80,80
식료품가게,경상남도,함양군,93,93,96
식료품가게,경상남도,거창군,82,82,90
식료품가게,경상남도,합천군,66,66,64
식료품가게,제주특별자치도,제주시,530,531,519
식료품가게,제주특별자치도,서귀포시,309,306,318
식료품가게,강원특별자치도,춘천시,316,320,331
식료품가게,강원특별자치도,원주시,421,420,409
식료품가게,강원특별자치도,강릉시,290,292,285
식료품가게,강원특별자치도,동해시,147,147,156
식료품가게,강원특별자치도,태백시,107,108,113
식료품가게,강원특별자치도,속초시,134,133,142
식료품가게,강원특별자치도,삼척시,155,155,159
식료품가게,강원특별자치도,홍천군,191,192,196
식료품가게,강원특별자치도,횡성군,74,74,70
식료품가게,강원특별자치도,영월군,168,168,170
식료품가게,강원특별자치도,평창군,102,102,100
식료품가게,강원특별자치도,정선군,162,159,158
식료품가게,강원특별자치도,철원군,107,107,105
식료품가게,강원특별자치도,화천군,69,68,67
식료품가게,강원특별자치도,양구군,36,35,35
식료품가게,강원특별자치도,인제군,117,116,119
식료품가게,강원특별자치도,고성군,83,83,93
식료품가게,강원특별자치도,양양군,94,96,100
신발가게,서울특별시,종로구,73,72,73
신발가게,서울특별시,중구,147,149,161
신발가게,서울특별시,용산구,51,50,49
신발가게,서울특별시,성동구,49,52,52
신발가게,서울특별시,광진구,42,41,49
신발가게,서울특별시,동대문구,34,34,33
신발가게,서울특별시,중랑구,40,40,45
신발가게,서울특별시,성북구,26,26,25
신발가게,서울특별시,강북구,40,40,42
신발가게,서울특별시,도봉구,22,22,20
신발가게,서울특별시,노원구,37,37,43
신발가게,서울특별시,은평구,48,47,50
신발가게,서울특별시,서대문구,24,24,25
신발가게,서울특별시,마포구,30,30,32
신발가게,서울특별시,양천구,23,23,28
신발가게,서울특별시,강서구,35,35,39
신발가게,서울특별시,구로구,38,37,41
신발가게,서울특별시,금천구,41,40,39
신발가게,서울특별시,영등포구,57,57,57
신발가게,서울특별시,동작구,19,18,20
신발가게,서울특별시,관악구,54,54,52
신발가게,서울특별시,서초구,44,44,40
신발가게,서울특별시,강남구,58,57,58
신발가게,서울특별시,송파구,80,82,83
신발가게,서울특별시,강동구,42,41,44
신발가게,부산광역시,중구,78,78,83
신발가게,부산광역시,서구,12,11,10
신발가게,부산광역시,동구,69,69,66
신발가게,부산광역시,영도구,8,8,8
신발가게,부산광역시,부산진구,92,93,103
신발가게,부산광역시,동래구,28,28,29
신발가게,부산광역시,남구,27,27,29
신발가게,부산광역시,북구,31,31,31
신발가게,부산광역시,해운대구,34,36,38
신발가게,부산광역시,사하구,20,21,24
신발가게,부산광역시,금정구,27,27,32
신발가게,부산광역시,강서구,7,7,8
신발가게,부산광역시,연제구,19,18,17
신발가게,부산광역시,수영구,20,21,22
신발가게,부산광역시,사상구,54,54,59
신발가게,부산광역시,기장군,18,18,18
신발가게,대구광역시,중구,112,110,115
신발가게,대구광역시,동구,32,32,31
신발가게,대구광역시,서구,31,31,34
신발가게,대구광역시,남구,20,21,20
신발가게,대구광역시,북구,24,24,24
신발가게,대구광역시,수성구,21,22,22
신발가게,대구광역시,달서구,50,50,50
신발가게,대구광역시,달성군,12,12,14
신발가게,대구광역시,군위군,0,0,0
신발가게,인천광역시,중구,28,28,29
신발가게,인천광역시,동구,13,12,10
신발가게,인천광역시,미추홀구,58,58,53
신발가게,인천광역시,연수구,21,20,24
신발가게,인천광역시,남동구,48,47,48
신발가게,인천광역시,부평구,81,80,81
신발가게,인천광역시,계양구,22,23,24
신발가게,인천광역시,서구,42,43,42
신발가게,인천광역시,강화군,8,8,8
신발가게,인천광역시,옹진군,0,0,0
신발가게,광주광역시,동구,59,59,66
신발가게,광주광역시,서구,28,29,34
신발가게,광주광역시,남구,15,14,14
신발가게,광주광역시,북구,48,47,48
신발가게,광주광역시,광산구,34,35,38
신발가게,대전광역시,동구,34,34,35
신발가게,대전광역시,중구,44,44,50
신발가게,대전광역시,서구,42,43,45
신발가게,대전광역시,유성구,34,34,38
신발가게,대전광역시,대덕구,23,23,24
신발가게,울산광역시,중구,35,35,38
신발가게,울산광역시,남구,19,19,21
신발가게,울산광역시,동구,20,20,21
신발가게,울산광역시,북구,10,10,10
신발가게,울산광역시,울주군,12,12,13
신발가게,세종특별자치시,세종시,30,30,31
신발가게,경기도,수원시 장안구,11,12,14
신발가게,경기도,수원시 권선구,19,19,16
신발가게,경기도,수원시 팔달구,51,51,56
신발가게,경기도,수원시 영통구,23,24,26
신발가게,경기도,성남시 수정구,38,37,37
신발가게,경기도,성남시 중원구,33,33,36
신발가게,경기도,성남시 분당구,33,34,35
신발가게,경기도,의정부시,58,58,66
신발가게,경기도,안양시 만안구,41,42,48
신발가게,경기도,안양시 동안구,20,21,20
신발가게,경기도,부천시,100,101,107
신발가게,경기도,광명시,33,33,34
신발가게,경기도,평택시,65,60,70
신발가게,경기도,동두천시,13,13,13
신발가게,경기도,안산시 상록구,32,32,32
신발가게,경기도,안산시 단원구,24,24,23
신발가게,경기도,고양시 덕양구,31,30,31
신발가게,경기도,고양시 일산동구,24,24,28
신발가게,경기도,고양시 일산서구,21,21,23
신발가게,경기도,과천시,3,3,3
신발가게,경기도,구리시,28,28,29
신발가게,경기도,남양주시,59,60,62
신발가게,경기도,오산시,23,24,27
신발가게,경기도,시흥시,43,43,43
신발가게,경기도,군포시,15,15,15
신발가게,경기도,의왕시,9,9,9
신발가게,경기도,하남시,33,33,35
신발가게,경기도,용인시 처인구,19,19,19
신발가게,경기도,용인시 기흥구,30,30,28
신발가게,경기도,용인시 수지구,13,13,14
신발가게,경기도,파주시,44,45,47
신발가게,경기도,이천시,22,22,21
신발가게,경기도,안성시,24,24,29
신발가게,경기도,김포시,37,37,40
신발가게,경기도,화성시,44,43,39
신발가게,경기도,광주시,24,24,19
신발가게,경기도,양주시,14,14,15
신발가게,경기도,포천시,26,26,25
신발가게,경기도,여주시,13,13,15
신발가게,경기도,연천군,5,5,5
신발가게,경기도,가평군,8,8,8
신발가게,경기도,양평군,10,9,9
신발가게,충청북도,청주시 상당구,28,28,34
신발가게,충청북도,청주시 서원구,13,13,15
신발가게,충청북도,청주시 흥덕구,27,28,32
신발가게,충청북도,청주시 청원구,10,10,10
신발가게,충청북도,충주시,25,25,27
신발가게,충청북도,제천시,22,22,22
신발가게,충청북도,보은군,3,3,3
신발가게,충청북도,옥천군,9,9,10
신발가게,충청북도,영동군,7,7,9
신발가게,충청북도,증평군,6,6,6
신발가게,충청북도,진천군,5,5,5
신발가게,충청북도,괴산군,0,0,0
신발가게,충청북도,음성군,14,14,14
신발가게,충청북도,단양군,7,7,9
신발가게,충청남도,천안시 동남구,35,35,39
신발가게,충청남도,천안시 서북구,23,22,25
신발가게,충청남도,공주시,14,14,16
신발가게,충청남도,보령시,18,18,19
신발가게,충청남도,아산시,26,26,25
신발가게,충청남도,서산시,21,21,24
신발가게,충청남도,논산시,25,25,26
신발가게,충청남도,당진시,19,21,20
신발가게,충청남도,금산군,7,7,8
신발가게,충청남도,부여군,11,11,12
신발가게,충청남도,서천군,9,8,8
신발가게,충청남도,청양군,7,7,7
신발가게,충청남도,홍성군,13,13,11
신발가게,충청남도,예산군,16,16,17
신발가게,충청남도,태안군,10,10,12
신발가게,전라북도,전주시 완산구,69,67,73
신발가게,전라북도,전주시 덕진구,20,20,22
신발가게,전라북도,군산시,45,45,44
신발가게,전라북도,익산시,47,47,46
신발가게,전라북도,정읍시,25,25,24
신발가게,전라북도,남원시,19,19,21
신발가게,전라북도,김제시,9,9,10
신발가게,전라북도,완주군,8,8,6
신발가게,전라북도,진안군,3,3,3
신발가게,전라북도,무주군,4,4,5
신발가게,전라북도,장수군,0,0,0
신발가게,전라북도,임실군,0,0,0
신발가게,전라북도,순창군,3,3,0
신발가게,전라북도,고창군,5,5,5
신발가게,전라북도,부안군,13,14,13
신발가게,전라남도,목포시,31,31,35
신발가게,전라남도,여수시,47,47,50
신발가게,전라남도,순천시,36,37,38
신발가게,전라남도,나주시,8,8,8
신발가게,전라남도,광양시,13,13,14
신발가게,전라남도,담양군,0,0,0
신발가게,전라남도,곡성군,3,3,3
신발가게,전라남도,구례군,3,3,3
신발가게,전라남도,고흥군,9,10,12
신발가게,전라남도,보성군,7,7,8
신발가게,전라남도,화순군,3,3,3
신발가게,전라남도,장흥군,7,7,8
신발가게,전라남도,강진군,6,6,6
신발가게,전라남도,해남군,10,10,10
신발가게,전라남도,영암군,4,4,4
신발가게,전라남도,무안군,14,12,14
신발가게,전라남도,함평군,8,8,8
신발가게,전라남도,영광군,7,7,7
신발가게,전라남도,장성군,5,5,7
신발가게,전라남도,완도군,6,6,6
신발가게,전라남도,진도군,0,0,0
신발가게,전라남도,신안군,0,0,0
신발가게,경상북도,포항시 남구,12,12,14
신발가게,경상북도,포항시 북구,50,51,56
신발가게,경상북도,경주시,46,45,45
신발가게,경상북도,김천시,18,18,16
신발가게,경상북도,안동시,20,20,21
신발가게,경상북도,구미시,38,38,37
신발가게,경상북도,영주시,20,20,20
신발가게,경상북도,영천시,16,16,17
신발가게,경상북도,상주시,10,10,13
신발가게,경상북도,문경시,15,15,15
신발가게,경상북도,경산시,24,24,29
신발가게,경상북도,의성군,8,8,11
신발가게,경상북도,청송군,4,4,5
신발가게,경상북도,영양군,3,3,3
신발가게,경상북도,영덕군,7,7,7
신발가게,경상북도,청도군,3,3,3
신발가게,경상북도,고령군,5,5,6
신발가게,경상북도,성주군,0,0,0
신발가게,경상북도,칠곡군,6,6,5
신발가게,경상북도,예천군,6,6,6
신발가게,경상북도,봉화군,0,0,0
신발가게,경상북도,울진군,5,5,7
신발가게,경상북도,울릉군,0,0,0
신발가게,경상남도,창원시 의창구,19,19,22
신발가게,경상남도,창원시 성산구,19,18,21
신발가게,경상남도,창원시 마산합포구,32,34,34
신발가게,경상남도,창원시 마산회원구,23,23,22
신발가게,경상남도,창원시 진해구,14,14,13
신발가게,경상남도,진주시,49,49,49
신발가게,경상남도,통영시,21,21,20
신발가게,경상남도,사천시,14,14,12
신발가게,경상남도,김해시,66,66,69
신발가게,경상남도,밀양시,17,17,18
신발가게,경상남도,거제시,22,22,23
신발가게,경상남도,양산시,22,22,28
신발가게,경상남도,의령군,0,0,0
신발가게,경상남도,함안군,4,4,4
신발가게,경상남도,창녕군,11,11,12
신발가게,경상남도,고성군,3,3,3
신발가게,경상남도,남해군,6,6,5
신발가게,경상남도,하동군,7,7,7
신발가게,경상남도,산청군,3,3,3
신발가게,경상남도,함양군,3,3,3
신발가게,경상남도,거창군,8,8,8
신발가게,경상남도,합천군,3,3,3
